title,price,area,rooms,url,city,address,district
Bez prowizji- Apartament w Oleska Residence,1290000,80,3,https://www.otodom.pl/pl/oferta/bez-prowizji-apartament-w-oleska-residence-ID4vHpK,Opole,ul. Oleska ,Chabry
Mieszkanie Natura Apartamenty z tarasem i ogrodem!,629000,49.7,2,https://www.otodom.pl/pl/oferta/mieszkanie-natura-apartamenty-z-tarasem-i-ogrodem-ID4vHoT,Opole,no address,Szczepanowice - Wójtowa Wieś
Czteropokojowe mieszkanie z widokiem na Ratusz,912000,96,4,https://www.otodom.pl/pl/oferta/czteropokojowe-mieszkanie-z-widokiem-na-ratusz-ID4vHih,Opole,rynek Rynek ,Stare Miasto
2 pok media miejskie parking przy kamienicy,469000,37,2,https://www.otodom.pl/pl/oferta/2-pok-media-miejskie-parking-przy-kamienicy-ID4vGUr,Opole,no address,Stare Miasto
2 pokoje parter bez nakładów finansowych Opole,365000,66.03,2,https://www.otodom.pl/pl/oferta/2-pokoje-parter-bez-nakladow-finansowych-opole-ID4vG17,Opole,no address,Groszowice
"Przestronne, dwupoziomowe, Śródmieście",690000,82.18,3,https://www.otodom.pl/pl/oferta/przestronne-dwupoziomowe-srodmiescie-ID4slOW,Opole,ul. Romana Dmowskiego ,Śródmieście
"Nowe Budwonictwo, Balkon, Niski Blok",990000,75.5,3,https://www.otodom.pl/pl/oferta/nowe-budwonictwo-balkon-niski-blok-ID4r33j,Opole,ul. Aleja Przyjaźni ,Nowa Wieś Królewska
"Trzy pokoje z balkonem, po remnocie",585000,59,3,https://www.otodom.pl/pl/oferta/trzy-pokoje-z-balkonem-po-remnocie-ID4wPdi,Opole,ul. Szymona Koszyka ,Zaodrze
"Niski blok, balkon, media miejskie",569000,61,3,https://www.otodom.pl/pl/oferta/niski-blok-balkon-media-miejskie-ID4wUZc,Opole,ul. Stefana Grota-Roweckiego ,Armii Krajowej
"Śródmieście, Balkon, Media Miejskie",369000,44.5,2,https://www.otodom.pl/pl/oferta/srodmiescie-balkon-media-miejskie-ID4vziF,Opole,1-go Maja ,Śródmieście
Duże mieszkanie w centrum na sprzedaż,671000,122.4,6,https://www.otodom.pl/pl/oferta/duze-mieszkanie-w-centrum-na-sprzedaz-ID4vFE5,Opole,ul. ks. Hugona Kołłątaja ,Stare Miasto
Mieszkanie w Opolu - Gotowe do Wprowadzenia,399000,41.85,2,https://www.otodom.pl/pl/oferta/mieszkanie-w-opolu-gotowe-do-wprowadzenia-ID4vFC5,Opole,no address,Stare Miasto
"Mieszkanie, 44,36 m², Opole",330000,44.36,2,https://www.otodom.pl/pl/oferta/mieszkanie-44-36-m-opole-ID4uXTX,Opole,no address,Śródmieście
Mieszkanie na sprzedaż,310000,32,2,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-ID4vFm7,Opole,ul. Kolejowa ,Śródmieście
Nowoczesne mieszkanie blisko centrum,485000,50.43,2,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-blisko-centrum-ID4vFe5,Opole,no address,Śródmieście
"Mieszkanie, 81,90 m², Opole",850000,81.9,3,https://www.otodom.pl/pl/oferta/mieszkanie-81-90-m-opole-ID4vAPR,Opole,ul. 1 Maja ,Śródmieście
Mieszkanie na sprzedaż z garażem w Opolu,450000,33,2,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-z-garazem-w-opolu-ID4vDYG,Opole,no address,Śródmieście
"Bezpośrednio od dewelopera, bez prowizji, bez PCC",749000,90.57,4,https://www.otodom.pl/pl/oferta/bezposrednio-od-dewelopera-bez-prowizji-bez-pcc-ID4wj2l,Opole,ul. Wygonowa ,Kolonia Gosławicka
Na sprzedaż: 3 pok. osiedle Armii Krajowej Opole,499000,60.67,3,https://www.otodom.pl/pl/oferta/na-sprzedaz-3-pok-osiedle-armii-krajowej-opole-ID4vKb1,Opole,no address,Armii Krajowej
"Szczepanowice! 2pokoje, idealne pod najem!",430920,35.91,2,https://www.otodom.pl/pl/oferta/szczepanowice-2pokoje-idealne-pod-najem-ID4wZoZ,Opole,no address,Szczepanowice - Wójtowa Wieś
"Mieszkanie, 74 m², Opole",679000,74,4,https://www.otodom.pl/pl/oferta/mieszkanie-74-m-opole-ID4t1RY,Opole,no address,Stare Miasto
"Przestronne, wygodne, reprezentacyjne z balkonem w zadbanej kamienicy.",650000,93,3,https://www.otodom.pl/pl/oferta/przestronne-wygodne-reprezentacyjne-z-balkonem-w-zadbanej-kamienicy-ID4vCXP,Opole,no address,Stare Miasto
Idealna Lokalizacja - mieszkanie w Centrum Opola,569000,57.5,3,https://www.otodom.pl/pl/oferta/idealna-lokalizacja-mieszkanie-w-centrum-opola-ID4vCz8,Opole,ul. Katowicka ,Śródmieście
Super okazja! Dwupokojowe mieszkanie z potencjałem inwestycyjnym!,363000,44.5,2,https://www.otodom.pl/pl/oferta/super-okazja-dwupokojowe-mieszkanie-z-potencjalem-inwestycyjnym-ID4vw0D,Opole,ul. 1 Maja ,Śródmieście
"Doskonała lokalizacja! Mieszkanie, lokal, biuro...",1059000,127,4,https://www.otodom.pl/pl/oferta/doskonala-lokalizacja-mieszkanie-lokal-biuro-ID4vC4y,Opole,Kołątaja ,Stare Miasto
"Idealne dla rodziny, wygodne z ogródkiem",449000,63.69,3,https://www.otodom.pl/pl/oferta/idealne-dla-rodziny-wygodne-z-ogrodkiem-ID4vBGU,Opole,ul. Oświęcimska ,Grotowice
"W dobrej lokalizacji, do remontu, w uczciwej cenie",399000,49,3,https://www.otodom.pl/pl/oferta/w-dobrej-lokalizacji-do-remontu-w-uczciwej-cenie-ID4vBGO,Opole,ul. Jakuba Kani ,Śródmieście
"REZERWACJA Na sprzedaż – 2 pokoje | 37,5 m² | Balkon | Media miejskie",359000,37.5,2,https://www.otodom.pl/pl/oferta/rezerwacja-na-sprzedaz-2-pokoje-37-5-m-balkon-media-miejskie-ID4vBvJ,Opole,no address,Półwieś
Komfortowe i piękne 4 pokoje W SUPER CENIE,699900,97.44,4,https://www.otodom.pl/pl/oferta/komfortowe-i-piekne-4-pokoje-w-super-cenie-ID4uQ5l,Opole,ul. ks. Piotra Ściegiennego ,Nadodrze
Atlantis Prestige Park | mieszkanie 3-pok. | II107,650937,59.23,3,https://www.otodom.pl/pl/oferta/atlantis-prestige-park-mieszkanie-3-pok-ii107-ID4wtLn,Opole,ul. Pomorska/Zielonogórska ,Kolonia Gosławicka
3 pokoje po remoncie | Zaodrze | Balkon | 57 m²,579000,57,3,https://www.otodom.pl/pl/oferta/3-pokoje-po-remoncie-zaodrze-balkon-57-m-ID4vAIr,Opole,no address,Zaodrze
Mieszkanie z garażem,440000,44.6,2,https://www.otodom.pl/pl/oferta/mieszkanie-z-garazem-ID4vAAs,Opole,no address,Chabry
"Atrakcyjne 3-pokojowe, ul Rozmarynowa",635000,48.5,3,https://www.otodom.pl/pl/oferta/atrakcyjne-3-pokojowe-ul-rozmarynowa-ID4skEz,Opole,no address,Gosławice
"Mieszkanie, 68,69 m², Opole",680000,68.69,3,https://www.otodom.pl/pl/oferta/mieszkanie-68-69-m-opole-ID4vzX5,Opole,no address,Nowa Wieś Królewska
4 PKŁ luksusowo wykończone od zaraz!!!,589000,58,4,https://www.otodom.pl/pl/oferta/4-pkl-luksusowo-wykonczone-od-zaraz-ID4vzwc,Opole,ul. Szymona Koszyka ,Zaodrze
Mieszkanie dla rodziny,490000,61.9,3,https://www.otodom.pl/pl/oferta/mieszkanie-dla-rodziny-ID4wwSI,Opole,ul. ks. Bolesława Domańskiego ,Zaodrze
"Mieszkanie 3 pokojowe 64,20 m2",493900,64.2,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-64-20-m2-ID4vyQi,Opole,ul. Rzeszowska ,Malinka
Mieszkanie przy ul. Piastowskiej na sprzedaż,475000,49.84,2,https://www.otodom.pl/pl/oferta/mieszkanie-przy-ul-piastowskiej-na-sprzedaz-ID4vyNl,Opole,ul. Piastowska ,Stare Miasto
Komfortowe mieszkanie na sprzedaż z ogrodem,789000,72.38,3,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-na-sprzedaz-z-ogrodem-ID4v0JI,Opole,no address,Chmielowice
"Mieszkanie, 47,90 m², Opole",390000,47.9,2,https://www.otodom.pl/pl/oferta/mieszkanie-47-90-m-opole-ID4vyBR,Opole,no address,Armii Krajowej
Klimatyczne mieszkanie w sercu Opola,330000,31.15,1,https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-w-sercu-opola-ID4ur7G,Opole,ul. Kazimierza Malczewskiego ,Stare Miasto
Trzypokojowe mieszkanie Wojska Polskiego Opole,380000,47.74,3,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-wojska-polskiego-opole-ID4vypG,Opole,no address,Zaodrze
Mieszkanie z potencjałem + strych 45 m2 Opole,375000,61.5,2,https://www.otodom.pl/pl/oferta/mieszkanie-z-potencjalem-strych-45-m2-opole-ID4vygA,Opole,no address,Śródmieście
"Nowa Cena! Malinka, Winda, Spokojna Okolica",479000,65.8,3,https://www.otodom.pl/pl/oferta/nowa-cena-malinka-winda-spokojna-okolica-ID4rMTU,Opole,ul. Piotrkowska ,Malinka
"3-pokoje, media miejskie, duży balkon",399000,47.5,3,https://www.otodom.pl/pl/oferta/3-pokoje-media-miejskie-duzy-balkon-ID4wqAp,Opole,no address,Armii Krajowej
"Nowa Cena!os. Armii Krajowej, windy, zieleń, klima",449000,50,2,https://www.otodom.pl/pl/oferta/nowa-cena-os-armii-krajowej-windy-zielen-klima-ID4wQVe,Opole,ul. Emila Fieldorfa ,Armii Krajowej
"Nowa Cena!Parter, niski blok, duży balkon",489000,61,3,https://www.otodom.pl/pl/oferta/nowa-cena-parter-niski-blok-duzy-balkon-ID4wZ0q,Opole,"ul. Jana Bytnara ""Rudego"" ",Armii Krajowej
Stylowe 2 pok. w centrum Opola po remoncie,395000,36.7,2,https://www.otodom.pl/pl/oferta/stylowe-2-pok-w-centrum-opola-po-remoncie-ID4vxZ3,Opole,no address,Stare Miasto
Apartament/top lokalizacja/ogród/3m postojowe!,899900,96.06,5,https://www.otodom.pl/pl/oferta/apartament-top-lokalizacja-ogrod-3m-postojowe-ID4uOyX,Opole,no address,Malinka
Apartament/taras/garaż/2mp/Zwm,699000,62.73,3,https://www.otodom.pl/pl/oferta/apartament-taras-garaz-2mp-zwm-ID4uepW,Opole,no address,Gosławice
"Wyremontowane, dwupokojowe mieszkanie z balkonem",459000,47.4,2,https://www.otodom.pl/pl/oferta/wyremontowane-dwupokojowe-mieszkanie-z-balkonem-ID4v9SP,Opole,no address,Armii Krajowej
Mieszkanie do własnej aranżacji,385000,44.91,2,https://www.otodom.pl/pl/oferta/mieszkanie-do-wlasnej-aranzacji-ID4vbec,Opole,no address,Stare Miasto
Kawalerka blisko Centrum Opola + Balkon + Klima,390000,36,1,https://www.otodom.pl/pl/oferta/kawalerka-blisko-centrum-opola-balkon-klima-ID4vx9a,Opole,ul. Tatrzańska ,Chabry
"2 pokoje mieszkanie 36 m2, umeblowane Zaodrze",390000,36,2,https://www.otodom.pl/pl/oferta/2-pokoje-mieszkanie-36-m2-umeblowane-zaodrze-ID4vx6T,Opole,no address,Zaodrze
"Mieszkanie, 31 m², Opole",299900,31,1,https://www.otodom.pl/pl/oferta/mieszkanie-31-m-opole-ID4qUZX,Opole,no address,Stare Miasto
"Mieszkanie, 82 m², Opole",799000,82,4,https://www.otodom.pl/pl/oferta/mieszkanie-82-m-opole-ID4wKZt,Opole,no address,Stare Miasto
Dwupoziomowy apartament z ogrodem w promocji.,694000,73.5,3,https://www.otodom.pl/pl/oferta/dwupoziomowy-apartament-z-ogrodem-w-promocji-ID4vvsH,Opole,no address,Winów
Promocja! Dwupoziomowy apartament z ogrodem.,796000,91.5,4,https://www.otodom.pl/pl/oferta/promocja-dwupoziomowy-apartament-z-ogrodem-ID4vvsz,Opole,no address,Winów
2 pok parter+  duży ogródek możliość 3 pok,409000,52,2,https://www.otodom.pl/pl/oferta/2-pok-parter-duzy-ogrodek-mozliosc-3-pok-ID4vviY,Opole,no address,Śródmieście
2 pokojowe blisko centrum!,359000,41.5,2,https://www.otodom.pl/pl/oferta/2-pokojowe-blisko-centrum-ID4wbDW,Opole,ul. 1 Maja ,Śródmieście
Osiedle Arkady! 2pokoje + taras i ogród!,469964,38.84,2,https://www.otodom.pl/pl/oferta/osiedle-arkady-2pokoje-taras-i-ogrod-ID4wZno,Opole,Osiedle Arkady ,Szczepanowice - Wójtowa Wieś
Mieszkanie dostępne od ręk,554000,46.51,2,https://www.otodom.pl/pl/oferta/mieszkanie-dostepne-od-rek-ID4vuXu,Opole,no address,Kolonia Gosławicka
Umeblowane 2 pokoje z balkonem,445000,49.5,2,https://www.otodom.pl/pl/oferta/umeblowane-2-pokoje-z-balkonem-ID4vuKT,Opole,ul. Wojska Polskiego ,Szczepanowice - Wójtowa Wieś
3 pkł apartament Nowe Budownictwo!!!,659000,51,3,https://www.otodom.pl/pl/oferta/3-pkl-apartament-nowe-budownictwo-ID4vtFV,Opole,ul. ks. Bolesława Domańskiego ,Zaodrze
"Ścisłe centrum (Rynek), parter, media miejskie",450000,48.37,2,https://www.otodom.pl/pl/oferta/scisle-centrum-rynek-parter-media-miejskie-ID4uPPH,Opole,ul. Bronisława Koraszewskiego ,Stare Miasto
"Mieszkanie 3pok. Sprzedaż 61m2, Opole Zwm",589000,61,3,https://www.otodom.pl/pl/oferta/mieszkanie-3pok-sprzedaz-61m2-opole-zwm-ID4vs6c,Opole,no address,Armii Krajowej
Mieszkanie dwupokojowe w Śródmieściu,360000,44.7,2,https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-w-srodmiesciu-ID4vrXR,Opole,no address,Śródmieście
"mieszkanie, miejsce postojowe i komórka lokatorska",345000,33.36,2,https://www.otodom.pl/pl/oferta/mieszkanie-miejsce-postojowe-i-komorka-lokatorska-ID4vrTF,Opole,im. Władysława Jagiełły ,Czarnowąsy
2 pok niski blok ul. Zwycięstwa pod klucz Luksus,590000,49,2,https://www.otodom.pl/pl/oferta/2-pok-niski-blok-ul-zwyciestwa-pod-klucz-luksus-ID4vr9Y,Opole,no address,Zaodrze
2pokojowe w niskim apartamentowcu!,428520,35.71,2,https://www.otodom.pl/pl/oferta/2pokojowe-w-niskim-apartamentowcu-ID4wZo6,Opole,Osiedle Arkady ,Szczepanowice - Wójtowa Wieś
Mieszkanie w apartamentowcu,550000,47,2,https://www.otodom.pl/pl/oferta/mieszkanie-w-apartamentowcu-ID4vqz4,Opole,no address,Półwieś
Dwupokojowe mieszkanie z balkonem w Centrum,460000,47.9,2,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-z-balkonem-w-centrum-ID4vqeW,Opole,no address,Stare Miasto
Atlantis Prestige Park | mieszkanie 3-pok. | I102,739000,69.81,3,https://www.otodom.pl/pl/oferta/atlantis-prestige-park-mieszkanie-3-pok-i102-ID4wtL5,Opole,ul. Pomorska/Zielonogórska ,Kolonia Gosławicka
Duże dwupokojowe mieszkanie w Śródmieściu Opola,549000,67.9,2,https://www.otodom.pl/pl/oferta/duze-dwupokojowe-mieszkanie-w-srodmiesciu-opola-ID4vpUV,Opole,ul. Armii Krajowej ,Śródmieście
Sprzedaż mieszk.2-poziomy 3 pok. Opole Śródmieście,699000,82.3,3,https://www.otodom.pl/pl/oferta/sprzedaz-mieszk-2-poziomy-3-pok-opole-srodmiescie-ID4vpLB,Opole,no address,Śródmieście
Na sprzedaż Mieszkanie 3 pok. 71 m2 Opole Centrum,580000,71,3,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-3-pok-71-m2-opole-centrum-ID4wfrT,Opole,no address,Stare Miasto
Sprzedaż mieszkanie 3pok 57m2 Opole Śródmieście,459000,57.27,3,https://www.otodom.pl/pl/oferta/sprzedaz-mieszkanie-3pok-57m2-opole-srodmiescie-ID4wfsZ,Opole,ul. Karola Miarki ,Śródmieście
"Mieszkanie w Opolu, 41,12 m2, 2 pokoje",290000,41.12,2,https://www.otodom.pl/pl/oferta/mieszkanie-w-opolu-41-12-m2-2-pokoje-ID4nhg9,Opole,ul. 1 Maja ,Śródmieście
Mieszkanie dwupokojowe w Opolu - Osiedle Dambonia,459000,47.72,2,https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-w-opolu-osiedle-dambonia-ID4wqd3,Opole,ul. Alojzego Dambonia ,Zaodrze
"Nowa Cena!os. Armii Krajowej, windy, zieleń, klima",449000,50,2,https://www.otodom.pl/pl/oferta/nowa-cena-os-armii-krajowej-windy-zielen-klima-ID4wQVe,Opole,ul. Emila Fieldorfa ,Armii Krajowej
Mieszkanie 3 pok. Opole Katowicka,569000,66.8,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-opole-katowicka-ID4wNVD,Opole,ul. Katowicka ,Śródmieście
"2 pokojowe 46,51 m2 Kolonia Gosławicka",554000,46.51,2,https://www.otodom.pl/pl/oferta/2-pokojowe-46-51-m2-kolonia-goslawicka-ID4vnKD,Opole,no address,Kolonia Gosławicka
Dwupokojowe mieszkanie z balkonem,365000,47.44,2,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-z-balkonem-ID4vnJr,Opole,no address,Armii Krajowej
Trzypokojowe. Zadbane i umeblowane.,429000,51.33,3,https://www.otodom.pl/pl/oferta/trzypokojowe-zadbane-i-umeblowane-ID4vnCr,Opole,ul. Szymona Koszyka ,Zaodrze
"Śródmieście- ul. Rodziewiczówny, 3 pokojowe z balkonem",469000,59.4,3,https://www.otodom.pl/pl/oferta/srodmiescie-ul-rodziewiczowny-3-pokojowe-z-balkonem-ID4vnx9,Opole,ul. Marii Rodziewiczówny ,Śródmieście
Mieszkanie 2 pok. na Oś. Armii Krajowej z widokiem,429000,47.9,2,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-na-os-armii-krajowej-z-widokiem-ID4vnuF,Opole,"ul. Jana Bytnara ""Rudego"" ",Armii Krajowej
Wyjątkowe mieszkanie na parterze z tarasem,565000,40.7,2,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-na-parterze-z-tarasem-ID4uszT,Opole,ul. Sieradzka ,Malinka
wykończone mikroapartamenty,299000,27,1,https://www.otodom.pl/pl/oferta/wykonczone-mikroapartamenty-ID4vmUS,Opole,no address,Stare Miasto
"Bez PCC, nowe, wyposażone, budynek z 2024 roku",725000,55.71,3,https://www.otodom.pl/pl/oferta/bez-pcc-nowe-wyposazone-budynek-z-2024-roku-ID4uHcN,Opole,ul. Aleja Wincentego Witosa ,Gosławice
Przytulna kawalerka gotowa do zamieszkania,299000,34.44,1,https://www.otodom.pl/pl/oferta/przytulna-kawalerka-gotowa-do-zamieszkania-ID4vmbi,Opole,ul. Oświęcimska ,Grotowice
Świetna lokalizacja! 3pokoje z dużym potencjałem,529000,69.8,3,https://www.otodom.pl/pl/oferta/swietna-lokalizacja-3pokoje-z-duzym-potencjalem-ID4w33f,Opole,ul. 1 Maja ,Stare Miasto
Mieszkanie 3pok. na Zaodrzu - Koszyka,430000,56.17,3,https://www.otodom.pl/pl/oferta/mieszkanie-3pok-na-zaodrzu-koszyka-ID4vm8g,Opole,ul. Szymona Koszyka ,Zaodrze
Sprzedaż 3 pok. balkon klima Opole Metalchem,465000,64,3,https://www.otodom.pl/pl/oferta/sprzedaz-3-pok-balkon-klima-opole-metalchem-ID4uszG,Opole,no address,Groszowice
3 pok. z widokiem na park oś. Armii Krajowej Opole,559000,58.64,3,https://www.otodom.pl/pl/oferta/3-pok-z-widokiem-na-park-os-armii-krajowej-opole-ID4vllE,Opole,no address,Armii Krajowej
Nowoczesne Mieszkanie Z Balkonem W Opolu – Gotowe,590000,52.52,2,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-z-balkonem-w-opolu-gotowe-ID4uKq6,Opole,ul. Ozimska ,Malinka
Bezczynszowe duże mieszkanie w nowym budownictwie,849000,85.38,4,https://www.otodom.pl/pl/oferta/bezczynszowe-duze-mieszkanie-w-nowym-budownictwie-ID4wk9A,Opole,ul. Winowska ,Szczepanowice - Wójtowa Wieś
Kawalerka 2 pokojowa - Niemodlińska 33 m2,309000,32.96,2,https://www.otodom.pl/pl/oferta/kawalerka-2-pokojowa-niemodlinska-33-m2-ID4vk4B,Opole,ul. Niemodlińska ,Zaodrze
"SPRZEDAM MIESZKANIE APARTAMENT 51,13m2",678000,51.13,2,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-apartament-51-13m2-ID4vjea,Opole,no address,Półwieś
"Perełka na parterze, mieszkanie 2 p. na Dambonia",450000,37.43,2,https://www.otodom.pl/pl/oferta/perelka-na-parterze-mieszkanie-2-p-na-dambonia-ID4viLR,Opole,ul. Alojzego Dambonia ,Zaodrze
3 pokoje z balkonem centrum Opola - cicha okolica !,675000,80.67,3,https://www.otodom.pl/pl/oferta/3-pokoje-z-balkonem-centrum-opola-cicha-okolica-ID4viL5,Opole,ul. Józefa Ignacego Kraszewskiego ,Śródmieście
Mieszkanie blisko Centrum - parter,590000,62,3,https://www.otodom.pl/pl/oferta/mieszkanie-blisko-centrum-parter-ID4vihd,Opole,no address,Śródmieście
"1/2 domu z ogrodem,",650000,61,3,https://www.otodom.pl/pl/oferta/1-2-domu-z-ogrodem-ID4vhIB,Opole,ul. Aleja Przyjaźni ,Nowa Wieś Królewska
Atlantis Prestige Park | mieszkanie 3-pok. | IV402,788764,69.81,3,https://www.otodom.pl/pl/oferta/atlantis-prestige-park-mieszkanie-3-pok-iv402-ID4wkbB,Opole,ul. Pomorska/Zielonogórska ,Kolonia Gosławicka
Mieszkanie 3 pokojowe parter Opole Śródmieście,590000,62,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-parter-opole-srodmiescie-ID4vh43,Opole,no address,Śródmieście
"Apartament 3 pokojowy, wysoki standard!",715000,66.5,3,https://www.otodom.pl/pl/oferta/apartament-3-pokojowy-wysoki-standard-ID4uyjE,Opole,ul. Józefa Hallera ,Zaodrze
Mieszkanie z dużym balkonem przy ul. Reymonta,555000,55.65,2,https://www.otodom.pl/pl/oferta/mieszkanie-z-duzym-balkonem-przy-ul-reymonta-ID4vg4w,Opole,ul. Reymonta ,Stare Miasto
3 pok.|2 miejsca postojowe| duży balkon|ul.Górna|do zamieszkania,870000,74,3,https://www.otodom.pl/pl/oferta/3-pok-2-miejsca-postojowe-duzy-balkon-ul-gorna-do-zamieszkania-ID4v8gG,Opole,ul. Górna ,Stare Miasto
"Atlantis Prestiż Park, wydanie od zaraz, bez podatku PCC",554000,46.51,2,https://www.otodom.pl/pl/oferta/atlantis-prestiz-park-wydanie-od-zaraz-bez-podatku-pcc-ID4vfsk,Opole,ul. Ozimska ,Kolonia Gosławicka
2-pok w stanie deweloperskim,554000,46.51,2,https://www.otodom.pl/pl/oferta/2-pok-w-stanie-deweloperskim-ID4veob,Opole,ul. Pomorska ,Malinka
Mieszkanie 2 pokoje z miejscem garażowym i tarasem 60m2,499000,46,2,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-z-miejscem-garazowym-i-tarasem-60m2-ID4vdZu,Opole,ul. Jagiellonów ,Nowa Wieś Królewska
Mieszkanie 80 m2 umeblowane Śródmieście !!,550000,80,3,https://www.otodom.pl/pl/oferta/mieszkanie-80-m2-umeblowane-srodmiescie-ID4sPmM,Opole,no address,Śródmieście
Oferta zawieszona. Zawarta umowa przedwstępna.,445000,43,2,https://www.otodom.pl/pl/oferta/oferta-zawieszona-zawarta-umowa-przedwstepna-ID4vdoY,Opole,no address,Szczepanowice - Wójtowa Wieś
3 pokojowe z tarasem oraz działką rekreacyjną!,687000,77.58,3,https://www.otodom.pl/pl/oferta/3-pokojowe-z-tarasem-oraz-dzialka-rekreacyjna-ID4uNhz,Opole,ul. Aleja Przyjaźni ,Nowa Wieś Królewska
Idealna lokalizacja dla biura lub najem na pokoje,635000,95,4,https://www.otodom.pl/pl/oferta/idealna-lokalizacja-dla-biura-lub-najem-na-pokoje-ID4rE8b,Opole,no address,Stare Miasto
831/16507/OMS,419000,51.78,3,https://www.otodom.pl/pl/oferta/831-16507-oms-ID4wwfj,Opole,no address,Groszowice
Kawalerka na osiedlu Dambonia,370000,33.4,2,https://www.otodom.pl/pl/oferta/kawalerka-na-osiedlu-dambonia-ID4v8XR,Opole,ul. Alojzego Dambonia ,Zaodrze
Mieszkanie 3 pok. Opole Katowicka,569000,66.8,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-opole-katowicka-ID4wNVD,Opole,ul. Katowicka ,Śródmieście
Nowa Cena! Nowe mieszkanie z ogródkiem!,751000,68,3,https://www.otodom.pl/pl/oferta/nowa-cena-nowe-mieszkanie-z-ogrodkiem-ID4oBqa,Opole,ul. Tadeusza Rejtana ,Śródmieście
Sprzedaż 2 p. kamienica balkon ul. B. Prusa Opole,593000,66.3,2,https://www.otodom.pl/pl/oferta/sprzedaz-2-p-kamienica-balkon-ul-b-prusa-opole-ID4v54X,Opole,no address,Śródmieście
Nowe| 3-pokojowe| do zamieszkania| bez PCC,671000,47.94,3,https://www.otodom.pl/pl/oferta/nowe-3-pokojowe-do-zamieszkania-bez-pcc-ID4wp07,Opole,Rozmarynowa ,Stare Miasto
"ładny widok, super rozkad",469000,62,3,https://www.otodom.pl/pl/oferta/ladny-widok-super-rozkad-ID4v40i,Opole,no address,Armii Krajowej
"Nowe, urządzone mieszkanie z balkonem i parkingiem",534000,42.72,2,https://www.otodom.pl/pl/oferta/nowe-urzadzone-mieszkanie-z-balkonem-i-parkingiem-ID4v3np,Osiny,no address,Osiny
Mieszkanie nad Odrą z widokiem na Amfiteratr,475000,52.2,2,https://www.otodom.pl/pl/oferta/mieszkanie-nad-odra-z-widokiem-na-amfiteratr-ID4v2vg,Opole,pl. Józefa Piłsudskiego ,Nadodrze
Mieszanie na parterze na Zaodrzu,375000,42.6,2,https://www.otodom.pl/pl/oferta/mieszanie-na-parterze-na-zaodrzu-ID4v29c,Opole,ul. Prószkowska ,Zaodrze
3 pokoje z balkonem do zamiszkania,670000,55.28,3,https://www.otodom.pl/pl/oferta/3-pokoje-z-balkonem-do-zamiszkania-ID4v1Ez,Opole,ul. Szałwiowa ,Gosławice
Przytulna kawalerka na Zaodrzu – idealna na start,310000,25.5,1,https://www.otodom.pl/pl/oferta/przytulna-kawalerka-na-zaodrzu-idealna-na-start-ID4v1z4,Opole,no address,Zaodrze
Mieszaknie w sercu Opola,499000,53.34,2,https://www.otodom.pl/pl/oferta/mieszaknie-w-sercu-opola-ID4v0E2,Opole,no address,Stare Miasto
Nowe apartamenty w niskiej zabudowie z balkonem.,479700,41,2,https://www.otodom.pl/pl/oferta/nowe-apartamenty-w-niskiej-zabudowie-z-balkonem-ID4v0wp,Opole,no address,Szczepanowice - Wójtowa Wieś
Duże mieszkanie z tarasem,979000,87,4,https://www.otodom.pl/pl/oferta/duze-mieszkanie-z-tarasem-ID4v0ig,Opole,ul. Harcmistrza Aleksandra Kamińskiego ,Kolonia Gosławicka
3pokojowe w centrum koło dworca Pkp,580000,71,3,https://www.otodom.pl/pl/oferta/3pokojowe-w-centrum-kolo-dworca-pkp-ID4v06f,Opole,no address,Stare Miasto
Rozkładowe 3-pokojowe mieszkanie,469000,62,3,https://www.otodom.pl/pl/oferta/rozkladowe-3-pokojowe-mieszkanie-ID4wZtS,Opole,ul. Skautów Opolskich ,Armii Krajowej
"2 Pokoje, 1 piętro, okolice Solaris, 300m Rynek",579999,58,2,https://www.otodom.pl/pl/oferta/2-pokoje-1-pietro-okolice-solaris-300m-rynek-ID4wYYF,Opole,ul. Jana Łangowskiego ,Stare Miasto
