title,price,area,rooms,url,city,address,district
Bezczynszowe dwupokojowe mieszkanie - okazja,459000,50,2,https://www.otodom.pl/pl/oferta/bezczynszowe-dwupokojowe-mieszkanie-okazja-ID4vWq7,Opole,ul. Częstochowska ,Kolonia Gosławicka
Świetna lokalizacja/ 2 pokoje/ blisko centrum,404999,47.17,2,https://www.otodom.pl/pl/oferta/swietna-lokalizacja-2-pokoje-blisko-centrum-ID4vWg3,Opole,ul. Luboszycka ,Chabry
Trzypokojowe mieszkanie w sercu Opola,919000,89.46,4,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-w-sercu-opola-ID4vWec,Opole,no address,Stare Miasto
Sprzedam mieszkanie 62m2 ZWM Opole,469000,62,3,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-62m2-zwm-opole-ID4vb6b,Opole,no address,Zaodrze
Duże Mieszkanie W Kamienicy Z Balkonami,799000,149,4,https://www.otodom.pl/pl/oferta/duze-mieszkanie-w-kamienicy-z-balkonami-ID4vUPk,Opole,ul. Kośnego ,Śródmieście
"Na Sprzedaż Mieszkanie 3 pok. 73m2, Opole ZWM",585000,73.51,3,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-3-pok-73m2-opole-zwm-ID4vUC3,Opole,ul. Szarych Szeregów ,Armii Krajowej
Trzypokojowe mieszkanie do własnej aranżacji,455000,61.99,3,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-do-wlasnej-aranzacji-ID4vUBY,Opole,no address,Armii Krajowej
Sprzedam mieszkanie 32 m2,310000,32,1,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-32-m2-ID4wZ5I,Opole,no address,Półwieś
Urokliwe mieszkanie z balkonem w centrum miasta,620000,67,3,https://www.otodom.pl/pl/oferta/urokliwe-mieszkanie-z-balkonem-w-centrum-miasta-ID4wMDx,Opole,no address,Śródmieście
Wyjątkowe mieszkanie z własnym garażem,730000,78,4,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-z-wlasnym-garazem-ID4wVUE,Opole,ul. Powstańców Śląskich ,Stare Miasto
Idealne mieszkanie w sercu Opola,750000,68.8,3,https://www.otodom.pl/pl/oferta/idealne-mieszkanie-w-sercu-opola-ID4vS22,Opole,no address,Śródmieście
"SPRZEDAM MIESZKANIE 3 pokoje 67,65 m2 bez pośredni",640000,67.65,3,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-3-pokoje-67-65-m2-bez-posredni-ID4uYTv,Opole,ul. ks. Bolesława Domańskiego ,Zaodrze
"Mieszkanie, 56,60 m², Opole",419000,56.6,3,https://www.otodom.pl/pl/oferta/mieszkanie-56-60-m-opole-ID4vUeG,Opole,no address,Półwieś
"NOWA CENA  Mieszkanie na osiedlu Rodło, Opole.",440000,55.6,3,https://www.otodom.pl/pl/oferta/nowa-cena-mieszkanie-na-osiedlu-rodlo-opole-ID4vqZr,Opole,ul. Nowowiejska ,Kolonia Gosławicka
"Nowe, całkowicie wyposażone, z tarasem i ogrodem",729000,51.24,3,https://www.otodom.pl/pl/oferta/nowe-calkowicie-wyposazone-z-tarasem-i-ogrodem-ID4vU7F,Opole,ul. Aleja Wincentego Witosa ,Gosławice
"Mieszkanie 3 pok., świetna lokalizacja, ul. Książąt Opolskich RONDO",485000,52.96,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-swietna-lokalizacja-ul-ksiazat-opolskich-rondo-ID4vU1j,Opole,ul. Książąt Opolskich ,Stare Miasto
Mieszkanie 3 pokojowe- do remontu w Groszowice,379000,52,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-do-remontu-w-groszowice-ID4vU1r,Opole,no address,Groszowice
"Słoneczne 3pokojowe, świetny układ! kredyt bez wkładu własnego!",399000,47.44,3,https://www.otodom.pl/pl/oferta/sloneczne-3pokojowe-swietny-uklad-kredyt-bez-wkladu-wlasnego-ID4vTT7,Opole,ul. Wojska Polskiego ,Szczepanowice - Wójtowa Wieś
Świetne 2 pokoje w centrum!,324999,36.22,2,https://www.otodom.pl/pl/oferta/swietne-2-pokoje-w-centrum-ID4vw6D,Opole,ul. Nysy Łużyckiej ,Stare Miasto
Słoneczna kawalerka w niskiej i nowej zabudowie + miejsce w garażu!,399000,28.46,1,https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-w-niskiej-i-nowej-zabudowie-miejsce-w-garazu-ID4vOio,Opole,ul. Stawowa ,Szczepanowice - Wójtowa Wieś
2pokojowe w sercu miasta Opola! kredyt bez wkładu własnego,449000,53.69,2,https://www.otodom.pl/pl/oferta/2pokojowe-w-sercu-miasta-opola-kredyt-bez-wkladu-wlasnego-ID4vQQa,Opole,ul. Katedralna ,Stare Miasto
Dwupokojowy apartament z ogródkiem.,530000,39,2,https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-z-ogrodkiem-ID4vWV1,Opole,ul. Józefa Barona ,Szczepanowice - Wójtowa Wieś
Nowoczesne wyposażone w dobrej lokalizacji,810000,95.98,3,https://www.otodom.pl/pl/oferta/nowoczesne-wyposazone-w-dobrej-lokalizacji-ID4vQwy,Opole,no address,Stare Miasto
Ogrody Witosa | 3-pokojowe | Ogródek | Wyposażone | Wysoki standard,729000,51.24,3,https://www.otodom.pl/pl/oferta/ogrody-witosa-3-pokojowe-ogrodek-wyposazone-wysoki-standard-ID4vTK6,Opole,no address,Kolonia Gosławicka
Mieszkanie 4 pok. w Opolu Oś. Armii Krajowej,699000,74.66,4,https://www.otodom.pl/pl/oferta/mieszkanie-4-pok-w-opolu-os-armii-krajowej-ID4vTGk,Opole,"ul. Jana Bytnara ""Rudego"" ",Armii Krajowej
Mieszkanie 2 pokojowe 48 m2 - Opole Zaodrze ul. Dambonia,475000,48.29,2,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-48-m2-opole-zaodrze-ul-dambonia-ID4vTCG,Opole,ul. Alojzego Dambonia ,Zaodrze
Komfortowe mieszkanie na sprzedaż z ogrodem,789000,72.38,3,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-na-sprzedaz-z-ogrodem-ID4vTxh,Opole,no address,Chmielowice
"3-pokojowe mieszkanie z ogródkiem, Imperial Opole",875000,69,3,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-ogrodkiem-imperial-opole-ID4uBYa,Opole,Imperial ,Szczepanowice - Wójtowa Wieś
Nowe 2-pokojowe mieszkanie z tarasem – Kolonia Gos,680000,50.83,2,https://www.otodom.pl/pl/oferta/nowe-2-pokojowe-mieszkanie-z-tarasem-kolonia-gos-ID4vT9k,Opole,ul. Jodłowa ,Kolonia Gosławicka
3 pokojowe mieszkanie na parterze na Zaodrzu,469000,47.74,3,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-parterze-na-zaodrzu-ID4vhxT,Opole,ul. Alojzego Dambonia ,Zaodrze
SPRZEDAM MIESZKANIE Opole Malinka,509000,49.75,3,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-opole-malinka-ID4v8Bs,Opole,ul. Piotrkowska ,Malinka
Kawalerka z dużym ogródkiem i miejscem parkingowym,349000,30,1,https://www.otodom.pl/pl/oferta/kawalerka-z-duzym-ogrodkiem-i-miejscem-parkingowym-ID4uxRz,Opole,no address,Półwieś
4 pokoje Opole Pasieka inwestycja,930000,124.8,4,https://www.otodom.pl/pl/oferta/4-pokoje-opole-pasieka-inwestycja-ID4uDS6,Opole,ul. Norberta Barlickiego ,Stare Miasto
"Chabry 3 pokoje niski blok parter, do zamieszkania",639000,59.82,3,https://www.otodom.pl/pl/oferta/chabry-3-pokoje-niski-blok-parter-do-zamieszkania-ID4uXSb,Opole,ul. Chabrów ,Chabry
Komfortowy apartament blisko Centrum Opola.,980000,65.66,3,https://www.otodom.pl/pl/oferta/komfortowy-apartament-blisko-centrum-opola-ID4vSHr,Opole,ul. 1 Maja ,Śródmieście
Słoneczne mieszkanie o podwyższonym standardzie,870000,81.2,3,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-o-podwyzszonym-standardzie-ID4tD3s,Opole,Opalowa ,Chmielowice
"Stylowe, nowoczesne mieszkanie z ogródkiem",629000,49.5,2,https://www.otodom.pl/pl/oferta/stylowe-nowoczesne-mieszkanie-z-ogrodkiem-ID4vSxk,Opole,ul. Stawowa ,Szczepanowice - Wójtowa Wieś
"Słoneczne, ustawne mieszkanie z windą i balkonem",890000,76,3,https://www.otodom.pl/pl/oferta/sloneczne-ustawne-mieszkanie-z-winda-i-balkonem-ID4wIaM,Opole,ul. Kurpiowska ,Zaodrze
Mieszkanie dla singla/pary oś.Armii Krajowej Opole,355000,33.81,2,https://www.otodom.pl/pl/oferta/mieszkanie-dla-singla-pary-os-armii-krajowej-opole-ID4vSjd,Opole,no address,Armii Krajowej
3 pokoje na parterze Kolonia Gosławicka,589000,62,3,https://www.otodom.pl/pl/oferta/3-pokoje-na-parterze-kolonia-goslawicka-ID4wU6C,Opole,ul. Nowowiejska ,Kolonia Gosławicka
2 pokoje w centrum do własnej aranżacji,395000,36.7,2,https://www.otodom.pl/pl/oferta/2-pokoje-w-centrum-do-wlasnej-aranzacji-ID4vBIa,Opole,ul. Nysy Łużyckiej ,Stare Miasto
3-pokoje z charakterem w Dzielnicy Górskiej,600000,61.59,3,https://www.otodom.pl/pl/oferta/3-pokoje-z-charakterem-w-dzielnicy-gorskiej-ID4vS9j,Opole,ul. Karpacka ,Chabry
Luksusowy apartament z narożnym tarasem – centrum Opola,1500000,91.58,4,https://www.otodom.pl/pl/oferta/luksusowy-apartament-z-naroznym-tarasem-centrum-opola-ID4vS0z,Opole,ul. Targowa ,Śródmieście
Atrakcyjne 2 pokojowe mieszkanie w centrum Opola,475000,51.56,2,https://www.otodom.pl/pl/oferta/atrakcyjne-2-pokojowe-mieszkanie-w-centrum-opola-ID4vRXi,Opole,ul. Książąt Opolskich ,Stare Miasto
OPOLE METALOWA Nowe mieszkania w Opolu,498000,60,3,https://www.otodom.pl/pl/oferta/opole-metalowa-nowe-mieszkania-w-opolu-ID4vgjy,Opole,no address,Stare Miasto
2-pokojowe mieszkanie po remoncie - ul. Dambonia,410000,33.77,2,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-po-remoncie-ul-dambonia-ID4wOnz,Opole,ul. Alojzego Dambonia ,Zaodrze
Kawalerka z osobną sypialnią,339000,26.5,2,https://www.otodom.pl/pl/oferta/kawalerka-z-osobna-sypialnia-ID4vRKz,Opole,no address,Chabry
Piękne 3 pok. mieszkanie nowe budownictwo bez PCC!,725000,55.71,3,https://www.otodom.pl/pl/oferta/piekne-3-pok-mieszkanie-nowe-budownictwo-bez-pcc-ID4wGJI,Opole,ul. Szałwiowa ,Gosławice
"2-pok. apartament z dużym balkonem, nowe budownictwo",529000,34.62,2,https://www.otodom.pl/pl/oferta/2-pok-apartament-z-duzym-balkonem-nowe-budownictwo-ID4wHDf,Opole,ul. Szałwiowa ,Gosławice
3-pokojowe mieszkanie 70 m2,495000,70.24,3,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-70-m2-ID4sRIp,Opole,ul. Plebiscytowa ,Śródmieście
4-pokojowe | Blisko centrum | Balkon |  Parking za szlabanem,630000,62,4,https://www.otodom.pl/pl/oferta/4-pokojowe-blisko-centrum-balkon-parking-za-szlabanem-ID4vRnf,Opole,ul. 1 Maja ,Śródmieście
"Centrum, balkon, ogrzewanie miejskie, 2/3 pokoje",432000,50,2,https://www.otodom.pl/pl/oferta/centrum-balkon-ogrzewanie-miejskie-2-3-pokoje-ID4vkJo,Opole,no address,Stare Miasto
2 poziomowe mieszkanie w centrum Opola,599000,62,3,https://www.otodom.pl/pl/oferta/2-poziomowe-mieszkanie-w-centrum-opola-ID4wXNq,Opole,no address,Stare Miasto
Apartament w sercu miasta,1200000,150.77,6,https://www.otodom.pl/pl/oferta/apartament-w-sercu-miasta-ID4voN2,Opole,Plac Mikołaja Kopernika ,Śródmieście
Nowoczesne wyposażone w dobrej lokalizacji,810000,95.98,3,https://www.otodom.pl/pl/oferta/nowoczesne-wyposazone-w-dobrej-lokalizacji-ID4vQwy,Opole,no address,Stare Miasto
Trzypokojowe mieszkanie blisko uczelni,399000,52.56,3,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-blisko-uczelni-ID4wYFU,Opole,ul. Chmielowicka ,Szczepanowice - Wójtowa Wieś
Apartament gotowy do wprowadzenia,899000,84.54,3,https://www.otodom.pl/pl/oferta/apartament-gotowy-do-wprowadzenia-ID4uvUf,Opole,Cynamonowa ,Chmielowice
"3 pokojowe mieszkanie, bez dodatkowych nakładów",515000,57.4,3,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-bez-dodatkowych-nakladow-ID4uK3j,Opole,ul. Prószkowska ,Zaodrze
Przytulne mieszkanie w centrum Opola,395000,36.7,2,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-w-centrum-opola-ID4vy21,Opole,ul. Nysy Łużyckiej ,Stare Miasto
Przestronne 2 pokojowe mieszkanie w cichej okolicy,465000,55.5,2,https://www.otodom.pl/pl/oferta/przestronne-2-pokojowe-mieszkanie-w-cichej-okolicy-ID4wYTs,Opole,ul. Kielecka ,Malinka
"4 pokoje, gotowa inwestycja, ścisłe centrum",480000,72.52,4,https://www.otodom.pl/pl/oferta/4-pokoje-gotowa-inwestycja-scisle-centrum-ID4o2vC,Opole,ul. 1 Maja ,Stare Miasto
Duże ustawne pokoje z potencjałem,420000,55.5,2,https://www.otodom.pl/pl/oferta/duze-ustawne-pokoje-z-potencjalem-ID4wQDb,Opole,ul. Warsztatowa ,Śródmieście
"Gotowe do wejścia, funkcjonalne i komfortowe",479000,49.46,2,https://www.otodom.pl/pl/oferta/gotowe-do-wejscia-funkcjonalne-i-komfortowe-ID4vaRu,Opole,ul. Alojzego Dambonia ,Zaodrze
"Słoneczne, ustawne pokoje z miejscem parkingowym",599000,78.87,3,https://www.otodom.pl/pl/oferta/sloneczne-ustawne-pokoje-z-miejscem-parkingowym-ID4qmIo,Opole,ul. ks. Hugona Kołłątaja ,Stare Miasto
"Dwupokojowe mieszkanie, gotowe do zamieszkania",459000,47.85,2,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-gotowe-do-zamieszkania-ID4tu5h,Opole,"ul. Batalionu ""Zośka"" ",Armii Krajowej
Trzypokojowe mieszkanie na nowym osiedlu,670000,55.28,3,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-na-nowym-osiedlu-ID4tzcf,Opole,ul. Szałwiowa ,Gosławice
Poddasze do adaptacji w domu z ogrodem,445000,68,3,https://www.otodom.pl/pl/oferta/poddasze-do-adaptacji-w-domu-z-ogrodem-ID4qKkD,Opole,ul. Niemodlińska ,Zaodrze
"Niski blok, spokojna okolica, kameralnie",569000,60.63,3,https://www.otodom.pl/pl/oferta/niski-blok-spokojna-okolica-kameralnie-ID4wJ59,Opole,ul. Stefana Grota-Roweckiego ,Armii Krajowej
"Stylowe 47,7 m² na ZWM – z widokiem i balkonem",415000,47.7,2,https://www.otodom.pl/pl/oferta/stylowe-47-7-m-na-zwm-z-widokiem-i-balkonem-ID4vQWA,Opole,"ul. Jana Bytnara ""Rudego"" ",Armii Krajowej
★ Apartamenty Venezia ★GOTOWE★ ZAWADA ★ BEZ PROWIZJI ★,559000,60.77,3,https://www.otodom.pl/pl/oferta/apartamenty-venezia-gotowe-zawada-bez-prowizji-ID4vQM8,Opole,no address,Stare Miasto
"Parter, po generalnym remoncie, wyposażone, stan idealny",630000,62,4,https://www.otodom.pl/pl/oferta/parter-po-generalnym-remoncie-wyposazone-stan-idealny-ID4vQLT,Opole,ul. 1 Maja ,Śródmieście
w sercu Opola z widokiem na Plac Kopernika,395000,40.63,2,https://www.otodom.pl/pl/oferta/w-sercu-opola-z-widokiem-na-plac-kopernika-ID4vdzm,Opole,ul. Władysława Reymonta ,Stare Miasto
"Na sprzedaż 2-pokojowe mieszkanie w Opolu 48,16 m²",379000,48.16,2,https://www.otodom.pl/pl/oferta/na-sprzedaz-2-pokojowe-mieszkanie-w-opolu-48-16-m-ID4vdvM,Opole,ul. Konduktorska ,Nowa Wieś Królewska
"Opole 62 m², balkon, 3 pokoje, super lokalizacja",469000,62,3,https://www.otodom.pl/pl/oferta/opole-62-m-balkon-3-pokoje-super-lokalizacja-ID4vQyq,Opole,no address,Armii Krajowej
"61m2 , Grota Roweckiego, 3 pokoje , niski blok",496000,61,3,https://www.otodom.pl/pl/oferta/61m2-grota-roweckiego-3-pokoje-niski-blok-ID4wEZw,Opole,ul. Stefana Grota-Roweckiego ,Armii Krajowej
Apartament z dużym ogródkiem,629000,49.25,2,https://www.otodom.pl/pl/oferta/apartament-z-duzym-ogrodkiem-ID4vQhb,Opole,no address,Szczepanowice - Wójtowa Wieś
"Nowe M w Opolu – Atlantis Prestige, 46 m²",554000,46.51,2,https://www.otodom.pl/pl/oferta/nowe-m-w-opolu-atlantis-prestige-46-m-ID4vPTB,Opole,no address,Kolonia Gosławicka
Przytulne mieszkanie na ul. Katowickiej,689000,64.5,3,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-na-ul-katowickiej-ID4vPC1,Opole,no address,Śródmieście
"Trzypokojowe mieszkanie w dobrej cenie, 800m od opolskiego Rynku",459000,59.71,3,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-w-dobrej-cenie-800m-od-opolskiego-rynku-ID4vtFq,Opole,ul. Stanisława Spychalskiego ,Nadodrze
Gotowiec inwestycyjny - Chabry,285000,20,1,https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-chabry-ID4vtHr,Opole,ul. Chabrów ,Chabry
Zapytaj o MEGA! RABAT na Zielony Winów w Opolu,794000,73.55,3,https://www.otodom.pl/pl/oferta/zapytaj-o-mega-rabat-na-zielony-winow-w-opolu-ID4w78S,Opole,ul. Księdza Alojzego Ligudy ,Winów
4 pokoje Opole/Nadodrze ul. Wandy,749000,75,4,https://www.otodom.pl/pl/oferta/4-pokoje-opole-nadodrze-ul-wandy-ID4wzFI,Opole,ul. Wandy ,Nadodrze
Wschodnia_Mieszkanie Inwestycyjne Na Sprzedaż.,479000,43.1,2,https://www.otodom.pl/pl/oferta/wschodnia-mieszkanie-inwestycyjne-na-sprzedaz-ID4vOVi,Opole,no address,Kolonia Gosławicka
Mieszkanie na sprzedaż_Osiedle Armii Krajowej,520000,72,3,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-osiedle-armii-krajowej-ID4vOWL,Opole,no address,Armii Krajowej
Chabry_Mieszkanie Inwestycyjne Na Sprzedaż.,409000,50,2,https://www.otodom.pl/pl/oferta/chabry-mieszkanie-inwestycyjne-na-sprzedaz-ID4vOWR,Opole,ul. Chabrów ,Chabry
Kawalerka na sprzedaż w centrum Opole.,240000,16,2,https://www.otodom.pl/pl/oferta/kawalerka-na-sprzedaz-w-centrum-opole-ID4vOWF,Opole,no address,Stare Miasto
Wyspa Pasieka_mieszkanie na sprzedaż w Opolu.,689000,113,3,https://www.otodom.pl/pl/oferta/wyspa-pasieka-mieszkanie-na-sprzedaz-w-opolu-ID4vOWG,Opole,no address,Stare Miasto
Na sprzedaż mieszkanie/3 pokojowe/Katowicka,559000,75,3,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-3-pokojowe-katowicka-ID4vODe,Opole,no address,Śródmieście
Doskonała Lokalizacja Mieszkanie Z Dużym Tarasem,762850,63.84,3,https://www.otodom.pl/pl/oferta/doskonala-lokalizacja-mieszkanie-z-duzym-tarasem-ID4tfjN,Opole,ul. Tarnopolska ,Gosławice
Trzypokojowe mieszkanie blisko uczelni,399000,52.56,3,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-blisko-uczelni-ID4wYFU,Opole,ul. Chmielowicka ,Szczepanowice - Wójtowa Wieś
"3 pokoje, stan deweloperski do własnej aranżacji",499000,52.26,3,https://www.otodom.pl/pl/oferta/3-pokoje-stan-deweloperski-do-wlasnej-aranzacji-ID4wQ5r,Opole,ul. Józefa Barona ,Szczepanowice - Wójtowa Wieś
Na sprzedaż dwa niezależne mieszkania w domu z ogrodem i garażem,1050000,280,6,https://www.otodom.pl/pl/oferta/na-sprzedaz-dwa-niezalezne-mieszkania-w-domu-z-ogrodem-i-garazem-ID4vOtn,Opole,ul. ks. Bolesława Domańskiego ,Zaodrze
Po kapitalnym remoncie z balkonem i pięknym widokiem,579000,56.9,3,https://www.otodom.pl/pl/oferta/po-kapitalnym-remoncie-z-balkonem-i-pieknym-widokiem-ID4vNrt,Opole,ul. Szymona Koszyka ,Zaodrze
"Mieszkanie, 58.61 m², Opole",478000,58.61,2,https://www.otodom.pl/pl/oferta/mieszkanie-58-61-m-opole-ID4vNpW,Opole,no address,Stare Miasto
2 PKŁ ZWM stara część w dobrym standardzie!!!,439000,47.5,2,https://www.otodom.pl/pl/oferta/2-pkl-zwm-stara-czesc-w-dobrym-standardzie-ID4vMZk,Opole,"ul. Jana Bytnara ""Rudego"" ",Armii Krajowej
"Trzy pokoje, balkon, niski blok",465000,64,3,https://www.otodom.pl/pl/oferta/trzy-pokoje-balkon-niski-blok-ID4wFdn,Opole,ul. Oświęcimska ,Grotowice
"3-pokojowe mieszkanie przy parku, ostatnie piętro, 58,64 m², Opole",559000,58.64,3,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-przy-parku-ostatnie-pietro-58-64-m-opole-ID4vMJ7,Opole,ul. Kazimierza Pużaka ,Armii Krajowej
"Osiedle Arkady! 3pokojowe, niska zabudowa z windą",487290,43.9,3,https://www.otodom.pl/pl/oferta/osiedle-arkady-3pokojowe-niska-zabudowa-z-winda-ID4wZrr,Opole,Osiedle Arkady ,Szczepanowice - Wójtowa Wieś
"Zadbane 3 pokoje na ZWM – 10. piętro, 60 m²",549000,60.61,3,https://www.otodom.pl/pl/oferta/zadbane-3-pokoje-na-zwm-10-pietro-60-m-ID4vLR6,Opole,no address,Armii Krajowej
Atlantis Prestige Park 2pokoje na sprzedaż,554000,46.51,2,https://www.otodom.pl/pl/oferta/atlantis-prestige-park-2pokoje-na-sprzedaz-ID4vLQT,Opole,no address,Stare Miasto
Nowoczesne dwu pokojowe mieszkanie w Centrum,395000,36.7,2,https://www.otodom.pl/pl/oferta/nowoczesne-dwu-pokojowe-mieszkanie-w-centrum-ID4vLQL,Opole,no address,Stare Miasto
2 pokoje z balkonem Śródmieście,399000,42.5,2,https://www.otodom.pl/pl/oferta/2-pokoje-z-balkonem-srodmiescie-ID4vLHt,Opole,ul. 1 Maja ,Śródmieście
Mieszkanie 2 pokoje po remoncie Centrum,395000,36.7,2,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-po-remoncie-centrum-ID4vLHm,Opole,ul. Nysy Łużyckiej ,Stare Miasto
"Bezpośrednio po remoncie – gotowe, stylowe, słoneczne + 18m2 komórek",539000,48,2,https://www.otodom.pl/pl/oferta/bezposrednio-po-remoncie-gotowe-stylowe-sloneczne-18m2-komorek-ID4vLIr,Opole,no address,Śródmieście
"2 pokoje+oddzielana kuchnia, balkon, 48m2, po generalnym remoncie",559000,48,2,https://www.otodom.pl/pl/oferta/2-pokoje-oddzielana-kuchnia-balkon-48m2-po-generalnym-remoncie-ID4vLsx,Opole,"ul. Majora ""Hubala"" ",Armii Krajowej
Nowoczesny Apartament 73.98m2,870000,74.98,3,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-73-98m2-ID4vtV6,Opole,no address,Gosławice
WAPIENNA I ETAP,no price,,unknown number of rooms,https://www.otodom.pl/pl/oferta/wapienna-i-etap-ID4tIof,Opole,ul. Wapienna ,Śródmieście
"Opole – 2 pokojowe mieszkanie o pow. 43,11m2",395000,43.11,2,https://www.otodom.pl/pl/oferta/opole-2-pokojowe-mieszkanie-o-pow-43-11m2-ID4waE4,Opole,ul. 1 Maja ,Śródmieście
"Bezpośrednio od dewelopera, bez prowizji, bez PCC",749000,71.75,3,https://www.otodom.pl/pl/oferta/bezposrednio-od-dewelopera-bez-prowizji-bez-pcc-ID4whNt,Opole,ul. Wygonowa ,Kolonia Gosławicka
Wyjątkowo atrakcyjne 3 pokoje Zwm.,486000,61,3,https://www.otodom.pl/pl/oferta/wyjatkowo-atrakcyjne-3-pokoje-zwm-ID4uuLK,Opole,ul. Szarych Szeregów ,Armii Krajowej
Apartament z garażem podziemnym Kolonia Gosławicka,935000,71.33,3,https://www.otodom.pl/pl/oferta/apartament-z-garazem-podziemnym-kolonia-goslawicka-ID4va6C,Opole,ul. Wiejska ,Malinka
Apartament z pięknym ogrodem,899000,85,3,https://www.otodom.pl/pl/oferta/apartament-z-pieknym-ogrodem-ID4vKjD,Opole,Cynamonowa ,Chmielowice
Mieszkanie 3 pokojowe na ulicy Fieldorfa (osiedle AK),569000,63,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-na-ulicy-fieldorfa-osiedle-ak-ID4vdsu,Opole,ul. Emila Fieldorfa ,Gosławice
Sprzedaż 3 pok. balkon kamienica Opole przy Rynku,699000,78.52,3,https://www.otodom.pl/pl/oferta/sprzedaz-3-pok-balkon-kamienica-opole-przy-rynku-ID4vKhX,Opole,no address,Stare Miasto
2 pokoje z widokiem na zieleń/ balkon - Metalchem,389999,50,2,https://www.otodom.pl/pl/oferta/2-pokoje-z-widokiem-na-zielen-balkon-metalchem-ID4vKdP,Opole,ul. Oświęcimska ,Groszowice
"3 pokoje, stan deweloperski do własnej aranżacji",499000,52.26,3,https://www.otodom.pl/pl/oferta/3-pokoje-stan-deweloperski-do-wlasnej-aranzacji-ID4wQ5r,Opole,ul. Józefa Barona ,Szczepanowice - Wójtowa Wieś
Na sprzedaż: 3 pok. osiedle Armii Krajowej Opole,499000,60.67,3,https://www.otodom.pl/pl/oferta/na-sprzedaz-3-pok-osiedle-armii-krajowej-opole-ID4vKb1,Opole,no address,Armii Krajowej
"Ostatnie wolne mieszkanie, dostępne od zaraz!",645000,62.73,3,https://www.otodom.pl/pl/oferta/ostatnie-wolne-mieszkanie-dostepne-od-zaraz-ID4jfTk,Opole,ul. Skrajna ,Gosławice
"Nowość! Kameralna zabudowa, 3pokoje z ogrodem + 2 miejsca postojowe!",492575,57.95,3,https://www.otodom.pl/pl/oferta/nowosc-kameralna-zabudowa-3pokoje-z-ogrodem-2-miejsca-postojowe-ID4vK3p,Opole,ul. Metalowa ,Grotowice
"Nowość! Kameralna zabudowa, 2 miejsca postojowe w cenie!",507711,61.17,3,https://www.otodom.pl/pl/oferta/nowosc-kameralna-zabudowa-2-miejsca-postojowe-w-cenie-ID4vK3q,Opole,ul. Metalowa ,Grotowice
3-pokojowe mieszkanie z garażem ul. Partyzancka,480000,64.14,3,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-garazem-ul-partyzancka-ID4vJrj,Opole,ul. Partyzancka ,Półwieś
Mieszkanie 3pok/po remoncie/Opole/Grota Roweckiego,550000,61,3,https://www.otodom.pl/pl/oferta/mieszkanie-3pok-po-remoncie-opole-grota-roweckiego-ID4vJon,Opole,no address,Armii Krajowej
"Mieszkanie, 46,70 m², Opole",430000,46.7,2,https://www.otodom.pl/pl/oferta/mieszkanie-46-70-m-opole-ID4vIKy,Opole,"ul. Jana Bytnara ""Rudego"" ",Armii Krajowej
Mieszkanie dwupokojowe w Śródmieściu Opola,385000,38.21,2,https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-w-srodmiesciu-opola-ID4vHWd,Opole,no address,Śródmieście
Idealne na start!,395000,36.7,2,https://www.otodom.pl/pl/oferta/idealne-na-start-ID4vHBg,Opole,no address,Stare Miasto
