title,price,area,rooms,url,city,address,district
Cztery pokoje idealne na booking Wolne od zaraz,459000,43,4,https://www.otodom.pl/pl/oferta/cztery-pokoje-idealne-na-booking-wolne-od-zaraz-ID4v2mh,Toruń,no address,Stare Miasto
"Na sprzedaż mieszkanie 73 m2, ul. Łyskowskiego, Toruń !",545000,73,4,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-73-m2-ul-lyskowskiego-torun-ID4vawx,Toruń,ul. Ignacego Łyskowskiego ,Rubinkowo
Okazyjna cena Mieszkanie z pięknym widokiem,329000,44,2,https://www.otodom.pl/pl/oferta/okazyjna-cena-mieszkanie-z-pieknym-widokiem-ID4v2mg,Toruń,no address,Mokre
Do wprowadzenia-wolne od zaraz.,375000,35.17,2,https://www.otodom.pl/pl/oferta/do-wprowadzenia-wolne-od-zaraz-ID4v1U5,Toruń,no address,Rudak
Blisko Centrum. Blok Z Cegły Z Lat 90-Tych,400000,43.3,2,https://www.otodom.pl/pl/oferta/blisko-centrum-blok-z-cegly-z-lat-90-tych-ID4tyJv,Toruń,no address,Mokre
"Mieszkanie 2 pokoje Podgórz, cegła",300000,34.85,2,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-podgorz-cegla-ID4wRJr,Toruń,ul. Urzędnicza ,Podgórz
Mieszkanie w domu 97 m2 + bardzo duży ogród,750000,97,4,https://www.otodom.pl/pl/oferta/mieszkanie-w-domu-97-m2-bardzo-duzy-ogrod-ID4v1j8,Toruń,Morska 8/1 ,Stary Toruń
Nowe mieszkanie 97 m2 + 3 sypialnie + pompa ciepła,730000,97,4,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-97-m2-3-sypialnie-pompa-ciepla-ID4v1fZ,Toruń,Morska 12/1 ,Stary Toruń
Wyjątkowy Apartament na Starówce,546000,44,2,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-na-starowce-ID4v0QH,Toruń,no address,Stare Miasto
"53,77 m2 -2 pokoje, balkon, winda, blok z 2016 r.",649000,53.77,2,https://www.otodom.pl/pl/oferta/53-77-m2-2-pokoje-balkon-winda-blok-z-2016-r-ID4wjuH,Toruń,no address,Bielawy
"2 pokoje, 1 piętro, bezczynszowe z ogródkiem!",329000,48.64,2,https://www.otodom.pl/pl/oferta/2-pokoje-1-pietro-bezczynszowe-z-ogrodkiem-ID4v0eO,Toruń,no address,Stawki
Dwupokojowe mieszkanie Stawki,330000,48.64,2,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-stawki-ID4v0bu,Toruń,ul. Łódzka ,Stawki
"Stawki, cegła, 3-pokojowe, 2-piętro, 2004 r.",549000,62,3,https://www.otodom.pl/pl/oferta/stawki-cegla-3-pokojowe-2-pietro-2004-r-ID4wZuI,Toruń,no address,Czerniewice
"ul. Bażyńskich, blok, 4-pokojowe, 63m",449000,63,4,https://www.otodom.pl/pl/oferta/ul-bazynskich-blok-4-pokojowe-63m-ID4wZuG,Toruń,no address,Mokre
2 pokojowe wykończone przy parku w cichej ulicy,549000,53.23,2,https://www.otodom.pl/pl/oferta/2-pokojowe-wykonczone-przy-parku-w-cichej-ulicy-ID4wZ1e,Toruń,no address,Jakubskie Przedmieście
2 pokoje na Starym Mieście!,630000,62.84,2,https://www.otodom.pl/pl/oferta/2-pokoje-na-starym-miescie-ID4wYJw,Toruń,no address,Stare Miasto
Komfortowe 3 Pokoje*60m2* Duża Loggia,490000,59.46,3,https://www.otodom.pl/pl/oferta/komfortowe-3-pokoje60m2-duza-loggia-ID4wafy,Toruń,ul. św. Faustyny ,Koniuchy
Na Sprzedaż 3 Pokoje Toruń,520000,67.44,3,https://www.otodom.pl/pl/oferta/na-sprzedaz-3-pokoje-torun-ID4wXZO,Toruń,no address,Bydgoskie Przedmieście
"Atrakcyjne 4 pokoje dla rodziny, Rubinkowo",559000,73.24,4,https://www.otodom.pl/pl/oferta/atrakcyjne-4-pokoje-dla-rodziny-rubinkowo-ID4rE0F,Toruń,no address,Rubinkowo
Apartament na sprzedaż - 4 pokoje - 2 balkony,1289000,92.13,4,https://www.otodom.pl/pl/oferta/apartament-na-sprzedaz-4-pokoje-2-balkony-ID4wXcy,Toruń,no address,Jakubskie Przedmieście
"Centrum, Dekerta, 70-metrowe",770000,70,3,https://www.otodom.pl/pl/oferta/centrum-dekerta-70-metrowe-ID4wVYc,Toruń,ul. Jana Dekerta ,Mokre
"Mokre prawie 130m2, gotowe do zamieszkania",899000,127.54,3,https://www.otodom.pl/pl/oferta/mokre-prawie-130m2-gotowe-do-zamieszkania-ID4wVcJ,Toruń,no address,Mokre
"ul. Kozacka, 2-pokojowe, II-piętro, 49m",389000,48,2,https://www.otodom.pl/pl/oferta/ul-kozacka-2-pokojowe-ii-pietro-49m-ID4s656,Toruń,no address,Koniuchy
Przestronne mieszkanie na toruńskim lewobrzeżu,700000,123.5,5,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-na-torunskim-lewobrzezu-ID4wWSg,Toruń,ul. Okólna ,Stawki
Okazyjna cena Mieszkanie z pięknym widokiem,329000,44,2,https://www.otodom.pl/pl/oferta/okazyjna-cena-mieszkanie-z-pieknym-widokiem-ID4v2mg,Toruń,no address,Mokre
HIT - Najtańsze mieszkanie po remoncie generalnym!,215000,18.2,1,https://www.otodom.pl/pl/oferta/hit-najtansze-mieszkanie-po-remoncie-generalnym-ID4wPG8,Toruń,ul. Studzienna ,Jakubskie Przedmieście
Mieszkanie 3-pokojowe na Legionów (Koniuchy),435000,64,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-na-legionow-koniuchy-ID4wWwY,Toruń,ul. Legionów ,Koniuchy
Najlepsze 3 pokoje! Apartamenty Staszica 9,517500,51.79,3,https://www.otodom.pl/pl/oferta/najlepsze-3-pokoje-apartamenty-staszica-9-ID4wUJ9,Toruń,ul. ks. Stanisława Staszica ,Mokre
"Dwupokojowe, blok 4 piętro Rubinkowo II",309000,35.8,2,https://www.otodom.pl/pl/oferta/dwupokojowe-blok-4-pietro-rubinkowo-ii-ID4wTWQ,Toruń,no address,Rubinkowo
Nietuzinkowe mieszkanie w stylu Glamour.,789000,55,2,https://www.otodom.pl/pl/oferta/nietuzinkowe-mieszkanie-w-stylu-glamour-ID4wSXV,Toruń,ul. Końcowa ,Chełmińskie Przedmieście
"11 piętro, 3 pokoje, piękny widok, balkon",388000,58.5,3,https://www.otodom.pl/pl/oferta/11-pietro-3-pokoje-piekny-widok-balkon-ID4wSwR,Toruń,no address,Rubinkowo
"39,5 m2, Blisko UMK, wysoki parter, balkon!",365000,39.49,1,https://www.otodom.pl/pl/oferta/39-5-m2-blisko-umk-wysoki-parter-balkon-ID4wSpM,Toruń,no address,Bydgoskie Przedmieście
Toruń Mokre mieszkanie blisko centrum,589000,54.68,2,https://www.otodom.pl/pl/oferta/torun-mokre-mieszkanie-blisko-centrum-ID4wSpb,Toruń,no address,Mokre
"Apartament 125m2, stare miasto 12 minut spacerem!",848000,125.6,4,https://www.otodom.pl/pl/oferta/apartament-125m2-stare-miasto-12-minut-spacerem-ID4wSp9,Toruń,no address,Mokre
"Duże przestronne mieszkanie-72,84m2 Na Skarpie",670000,72.84,3,https://www.otodom.pl/pl/oferta/duze-przestronne-mieszkanie-72-84m2-na-skarpie-ID4wL77,Toruń,no address,Na Skarpie
"Jar | Watzenrodego | 2 Pokoje |46,68 m2",405649,46.68,2,https://www.otodom.pl/pl/oferta/jar-watzenrodego-2pokoje-46-68-m2-ID4wqaA,Toruń,no address,Wrzosy
"Jar | Watzenrodego | 4 Pokoje - Aneks| 59,69 m2",527049,59.69,4,https://www.otodom.pl/pl/oferta/jar-watzenrodego-4pokoje-aneks-59-69-m2-ID4wqrY,Toruń,no address,Wrzosy
"Mieszkanie 4 pokojowe, 74,70m2, Poznańska",560000,74.7,4,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokojowe-74-70m2-poznanska-ID4u3UU,Toruń,no address,Glinki
"4 Pokoje, Garderoba, Garaż, Km Od Centrum",869000,84,4,https://www.otodom.pl/pl/oferta/4-pokoje-garderoba-garaz-km-od-centrum-ID4uOWD,Toruń,no address,Jakubskie Przedmieście
"3 rozkładowe pokoje, osobna kuchnia, 7,4k za m2",359000,48.2,3,https://www.otodom.pl/pl/oferta/3-rozkladowe-pokoje-osobna-kuchnia-7-4k-za-m2-ID4uX6I,Toruń,no address,Mokre
4 Pokoje-Chełmińskie-Po Remoncie,699000,73.4,4,https://www.otodom.pl/pl/oferta/4-pokoje-chelminskie-po-remoncie-ID4wbH9,Toruń,no address,Chełmińskie Przedmieście
"3 pokojowe z balkonem, ul. Dojazd",485000,58.68,3,https://www.otodom.pl/pl/oferta/3-pokojowe-z-balkonem-ul-dojazd-ID4wPFN,Toruń,ul. Dojazd ,Grębocin nad Strugą
"Blisko Centrum, Dwa Balkony, Idealna Inwestycja",329000,44,2,https://www.otodom.pl/pl/oferta/blisko-centrum-dwa-balkony-idealna-inwestycja-ID4tnrP,Toruń,no address,Mokre
"rozkładowe 3 pokoje blisko starówki, okazja",599000,72,3,https://www.otodom.pl/pl/oferta/rozkladowe-3-pokoje-blisko-starowki-okazja-ID4wf9p,Toruń,ul. Podchorążych ,Jakubskie Przedmieście
Możesz Spakować Walizki I Zamieszkać Od Razu! Film,327000,34,1,https://www.otodom.pl/pl/oferta/mozesz-spakowac-walizki-i-zamieszkac-od-razu-film-ID4wHfh,Toruń,no address,Mokre
"kawalerka, rynek pierwotny, bez PCC i prowizji",333633,28.28,1,https://www.otodom.pl/pl/oferta/kawalerka-rynek-pierwotny-bez-pcc-i-prowizji-ID4wi7K,Toruń,ul. Jana Heweliusza ,Wrzosy
"87m! z antresolą ,rynekpierwotny,bezPCC i prowizji",768575,87.14,4,https://www.otodom.pl/pl/oferta/87m-z-antresola-rynekpierwotny-bezpcc-i-prowizji-ID4wpiS,Toruń,ul. Jana Heweliusza ,Wrzosy
"Podgórz, ul. Drzywały, 3-pokojowe, blok, 61m",540000,61,3,https://www.otodom.pl/pl/oferta/podgorz-ul-drzywaly-3-pokojowe-blok-61m-ID4wNlh,Toruń,no address,Podgórz
"Stare Miasto, ul. Strumykowa, 108m",439000,108,3,https://www.otodom.pl/pl/oferta/stare-miasto-ul-strumykowa-108m-ID4uqvv,Toruń,no address,Stare Miasto
Mieszkanie o pow. 180m2 dla miłośników kamienic,1110000,178.86,5,https://www.otodom.pl/pl/oferta/mieszkanie-o-pow-180m2-dla-milosnikow-kamienic-ID4wMES,Toruń,ul. Marii Konopnickiej ,Bydgoskie Przedmieście
Skarpa 73m2 duży balkon po remoncie!,589000,72.84,3,https://www.otodom.pl/pl/oferta/skarpa-73m2-duzy-balkon-po-remoncie-ID4wLLV,Toruń,no address,Na Skarpie
Kawalerka w spokojnej okolicy! Bez Pcc,335839,28.28,1,https://www.otodom.pl/pl/oferta/kawalerka-w-spokojnej-okolicy-bez-pcc-ID4wLFV,Toruń,no address,Wrzosy
"2 pokoje , Strobanda, z widokiem na las",450000,36.6,2,https://www.otodom.pl/pl/oferta/2-pokoje-strobanda-z-widokiem-na-las-ID4wL5v,Toruń,no address,Wrzosy
"Inwestycja Na Starówce, Kamienica, 74M2",620000,74,2,https://www.otodom.pl/pl/oferta/inwestycja-na-starowce-kamienica-74m2-ID4wDxQ,Toruń,no address,Stare Miasto
"Niski Blok 2003R,Ogrodzone,Idealne Na Start",295000,35.87,2,https://www.otodom.pl/pl/oferta/niski-blok-2003r-ogrodzone-idealne-na-start-ID4uuEJ,Toruń,ul. Nad Strugą ,Grębocin nad Strugą
"Piękny widok z okien, 1 piętro w budynku z cegły",600000,66,3,https://www.otodom.pl/pl/oferta/piekny-widok-z-okien-1-pietro-w-budynku-z-cegly-ID4wDEV,Toruń,no address,Wrzosy
"Możliwość 3 Pokoi, Garaż, Dwie Piwnice (7 I 12M2)",459000,48.1,2,https://www.otodom.pl/pl/oferta/mozliwosc-3-pokoi-garaz-dwie-piwnice-7-i-12m2-ID4uPIU,Toruń,no address,Osiedle Młodych
"Okazja!! 3 Pokoje 65,70 M2 Blisko Umk Bydgoskie",599000,65.7,3,https://www.otodom.pl/pl/oferta/okazja-3-pokoje-65-70-m2-blisko-umk-bydgoskie-ID4wKQR,Toruń,no address,Bydgoskie Przedmieście
HIT - Najtańsze mieszkanie po remoncie generalnym!,215000,18.2,1,https://www.otodom.pl/pl/oferta/hit-najtansze-mieszkanie-po-remoncie-generalnym-ID4wPG8,Toruń,ul. Studzienna ,Jakubskie Przedmieście
Apartament gotowy do wprowadzenia,499000,31.65,2,https://www.otodom.pl/pl/oferta/apartament-gotowy-do-wprowadzenia-ID4wKOo,Toruń,no address,Jakubskie Przedmieście
"Os. Artystyczne, wyposażone, winda, wysoki stand.",795000,66.2,3,https://www.otodom.pl/pl/oferta/os-artystyczne-wyposazone-winda-wysoki-stand-ID4wCur,Toruń,ul. Targowa ,Jakubskie Przedmieście
Starówka apartament pod najem dobowy kamienica,425000,44.59,2,https://www.otodom.pl/pl/oferta/starowka-apartament-pod-najem-dobowy-kamienica-ID4wKoi,Toruń,no address,Stare Miasto
"2-pok. z wyjątkowym, panoramicznym widokiem!",327000,34,2,https://www.otodom.pl/pl/oferta/2-pok-z-wyjatkowym-panoramicznym-widokiem-ID4wIvt,Toruń,ul. Bartosza Głowackiego ,Mokre
"Przestronne, Funkcjonalne-3 Pokoje- 61m²- 2 Piętro",469000,61.37,3,https://www.otodom.pl/pl/oferta/przestronne-funkcjonalne-3-pokoje-61m-2-pietro-ID4wtBj,Toruń,ul. Władysława Dziewulskiego ,Rubinkowo
Przestronne mieszkanie w świetnej lokalizacji,439000,55.3,2,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-w-swietnej-lokalizacji-ID4w6hn,Toruń,ul. Jana Matejki ,Bydgoskie Przedmieście
Przestronne M-4 Dla Rodziny 59M2 Podgórz,540000,58.93,3,https://www.otodom.pl/pl/oferta/przestronne-m-4-dla-rodziny-59m2-podgorz-ID4wvhN,Toruń,no address,Podgórz
Komfortowe 3 pokoje z oddzielną kuchnią,435000,56.7,3,https://www.otodom.pl/pl/oferta/komfortowe-3-pokoje-z-oddzielna-kuchnia-ID4wERQ,Toruń,ul. Antoniego Antczaka ,Jakubskie Przedmieście
"Jar, 3 pokoje, 2 balkony",540852,55.61,3,https://www.otodom.pl/pl/oferta/jar-3-pokoje-2-balkony-ID4uuUV,Toruń,no address,Wrzosy
"Świeżo wykończone, 2 pokoje, blisko Centrum",529000,38.31,2,https://www.otodom.pl/pl/oferta/swiezo-wykonczone-2-pokoje-blisko-centrum-ID4wDpb,Toruń,no address,Jakubskie Przedmieście
"Apartament gotowy biznes, w kamienicy z windą",379000,29.8,1,https://www.otodom.pl/pl/oferta/apartament-gotowy-biznes-w-kamienicy-z-winda-ID4uCBA,Toruń,ul. Kazimierza Jagiellończyka ,Stare Miasto
Mieszkanie W Domu Dwulokalowym Na Wrzosach !!!,760000,110,4,https://www.otodom.pl/pl/oferta/mieszkanie-w-domu-dwulokalowym-na-wrzosach-ID4wCgW,Toruń,no address,Wrzosy
2 pokoje po remoncie Os. Przy Lesie!,559000,46.51,2,https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-os-przy-lesie-ID4wBe8,Toruń,no address,Katarzynka
"3 pokoje, po kapitalnym remoncie, ul. Akacjowa",419000,47.51,3,https://www.otodom.pl/pl/oferta/3-pokoje-po-kapitalnym-remoncie-ul-akacjowa-ID4wA9N,Toruń,no address,Podgórz
Rozkładowe 3 Pokoje - 1 Piętro - Os Mokre!,365000,48.17,3,https://www.otodom.pl/pl/oferta/rozkladowe-3-pokoje-1-pietro-os-mokre-ID4wA6o,Toruń,ul. Grudziądzka ,Koniuchy
Luksusowe mieszkanie w centrum Torunia,568000,43,2,https://www.otodom.pl/pl/oferta/luksusowe-mieszkanie-w-centrum-torunia-ID4wzL5,Toruń,no address,Stare Miasto
"3 pokoje, 61,50 mkw, niski blok, ul. Stamma",489000,61.5,3,https://www.otodom.pl/pl/oferta/3-pokoje-61-50-mkw-niski-blok-ul-stamma-ID4wz3e,Toruń,no address,Na Skarpie
"Gdańska,1 piętro, 3 pokoje, gotowa inwestycja!",529000,58.92,3,https://www.otodom.pl/pl/oferta/gdanska-1-pietro-3-pokoje-gotowa-inwestycja-ID4wyUd,Toruń,ul. Gdańska ,Bielawy
Mieszkanie Przybulicy Legionów- 80M2,569000,80.11,4,https://www.otodom.pl/pl/oferta/mieszkanie-przybulicy-legionow-80m2-ID4wyvK,Toruń,ul. Legionów ,Chełmińskie Przedmieście
Mieszkanie 3-pokojowe na Podgórzu,540000,61.28,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-na-podgorzu-ID4wytL,Toruń,ul. Michała Drzymały ,Podgórz
Luksusowe apartamenty przy Bulwarze Filadefijskim,1199000,85,2,https://www.otodom.pl/pl/oferta/luksusowe-apartamenty-przy-bulwarze-filadefijskim-ID4wykx,Toruń,no address,Stare Miasto
Wyjątkowy Apartament na Starym Mieście,699000,48.2,2,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-na-starym-miescie-ID4wx1S,Toruń,no address,Stare Miasto
Jakubskie|63m2|bezczynszowe|3 pokoje|2piętro,389000,62.9,3,https://www.otodom.pl/pl/oferta/jakubskie-63m2-bezczynszowe-3-pokoje-2pietro-ID4wwNE,Toruń,no address,Jakubskie Przedmieście
Apartament w samym sercu starówki w Toruniu!,915000,82.9,4,https://www.otodom.pl/pl/oferta/apartament-w-samym-sercu-starowki-w-toruniu-ID4wtW4,Toruń,rynek Staromiejski ,Stare Miasto
"Potencjał, Lokalizacja I ta Cena!",499000,97.5,4,https://www.otodom.pl/pl/oferta/potencjal-lokalizacja-i-ta-cena-ID4wtAH,Toruń,no address,Mokre
Komfortowe mieszkanie - osiedle Sosnowy Las Toruń,729000,57.8,3,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-osiedle-sosnowy-las-torun-ID4wt7k,Toruń,ul. Strzałowa ,Rudak
"37 m2, dwa pokoje, gotowe do wprowadzenia",379000,37,2,https://www.otodom.pl/pl/oferta/37-m2-dwa-pokoje-gotowe-do-wprowadzenia-ID4wt51,Toruń,ul. Szarych Szeregów ,Na Skarpie
"*Bliżej natury, bo życie to nie tylko centrum*",485000,58.97,3,https://www.otodom.pl/pl/oferta/blizej-natury-bo-zycie-to-nie-tylko-centrum-ID4tI4u,Toruń,ul. Olsztyńska ,Grębocin nad Strugą
Apartament gotowy do wprowadzenia,499000,31.65,2,https://www.otodom.pl/pl/oferta/apartament-gotowy-do-wprowadzenia-ID4wKOo,Toruń,no address,Jakubskie Przedmieście
Dwupokojowe mieszkanie z balkonem 49m2,390000,49,2,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-z-balkonem-49m2-ID4wqPJ,Toruń,ul. Leona Witkowskiego ,Podgórz
Mieszkanie 3-pokojowe 60.8 m2 Na Skarpie,469000,60.8,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-60-8-m2-na-skarpie-ID4wqI8,Toruń,szosa Lubicka ,Na Skarpie
"Jar|Watzenrodego|2 Pokoje|51,37 m2",436131,51.37,2,https://www.otodom.pl/pl/oferta/jar-watzenrodego-2-pokoje-51-37-m2-ID4wqaB,Toruń,no address,Wrzosy
Zamieszkaj na Starówce.,459000,108,4,https://www.otodom.pl/pl/oferta/zamieszkaj-na-starowce-ID4wq0C,Toruń,ul. Strumykowa ,Stare Miasto
"Idealne M2, balkon, blisko uczelni",440000,48.1,2,https://www.otodom.pl/pl/oferta/idealne-m2-balkon-blisko-uczelni-ID4wpIK,Toruń,ul. gen. Józefa Bema ,Chełmińskie Przedmieście
Gotowiec inwestycyjny na Starym Mieście,379000,30,1,https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-na-starym-miescie-ID4wpir,Toruń,no address,Stare Miasto
"35m, rynek pierwotny, bez PCC i prowizji",403474,34.2,2,https://www.otodom.pl/pl/oferta/35m-rynek-pierwotny-bez-pcc-i-prowizji-ID4wpid,Toruń,ul. Jana Heweliusza ,Wrzosy
"40m, rynek pierwotny,bez PCC i prowizji",447704,40.35,2,https://www.otodom.pl/pl/oferta/40m-rynek-pierwotny-bez-pcc-i-prowizji-ID4wphm,Toruń,ul. Jana Heweliusza ,Wrzosy
"Warty uwagi gotowiec inwestyjny, wysoki standard",410000,32.4,2,https://www.otodom.pl/pl/oferta/warty-uwagi-gotowiec-inwestyjny-wysoki-standard-ID4wp0w,Toruń,no address,Stare Miasto
2 pokoje przy Umk – tańsze niż akademik!,340000,33.68,2,https://www.otodom.pl/pl/oferta/2-pokoje-przy-umk-tansze-niz-akademik-ID4wo1g,Toruń,no address,Koniuchy
Na Sprzedaż 2 Pokoje Toruń,399000,45.3,2,https://www.otodom.pl/pl/oferta/na-sprzedaz-2-pokoje-torun-ID4wmOt,Toruń,no address,Jakubskie Przedmieście
Mieszkania blisko Centrum bez podatku Pcc,355152,36.24,2,https://www.otodom.pl/pl/oferta/mieszkania-blisko-centrum-bez-podatku-pcc-ID4wmDm,Toruń,no address,Chełmińskie Przedmieście
"4 pokoje, I piętro, po remoncie!",620000,70.5,4,https://www.otodom.pl/pl/oferta/4-pokoje-i-pietro-po-remoncie-ID4wkic,Toruń,no address,Bydgoskie Przedmieście
Mieszkanie Parter os. Chełmińskie,399000,50.32,2,https://www.otodom.pl/pl/oferta/mieszkanie-parter-os-chelminskie-ID4uvRr,Toruń,no address,Chełmińskie Przedmieście
2-pokojowe mieszkanie 39m2 + ogródek Bez Prowizji,no price,39.47,2,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-39m2-ogrodek-bez-prowizji-ID4uEyE,Toruń,ul. Jana Heweliusza ,Wrzosy
Apartamentowiec Wozownia 0% prowizji,1280000,81,3,https://www.otodom.pl/pl/oferta/apartamentowiec-wozownia-0-prowizji-ID4u0lv,Toruń,no address,Stare Miasto
"65m z antresolą,rynek pierwotny,bez PCC i prowizji",628961,65.96,3,https://www.otodom.pl/pl/oferta/65m-z-antresola-rynek-pierwotny-bez-pcc-i-prowizji-ID4wi7I,Toruń,no address,Wrzosy
"75m, antresola, rynek pierwotny,bez PCC i prowizji",673224,74.89,3,https://www.otodom.pl/pl/oferta/75m-antresola-rynek-pierwotny-bez-pcc-i-prowizji-ID4wi7J,Toruń,no address,Wrzosy
"56m, rynek piewotny, bez PCC i prowizji",559500,56.37,3,https://www.otodom.pl/pl/oferta/56m-rynek-piewotny-bez-pcc-i-prowizji-ID4wi7H,Toruń,no address,Wrzosy
"48m, rynek pierwotny, promocjyna cena,bez prowizji",527669,48.41,2,https://www.otodom.pl/pl/oferta/48m-rynek-pierwotny-promocjyna-cena-bez-prowizji-ID4wi7G,Toruń,no address,Wrzosy
Rusa 2 pokoje niski blok I piętro,320000,36.89,2,https://www.otodom.pl/pl/oferta/rusa-2-pokoje-niski-blok-i-pietro-ID4wbNo,Toruń,ul. Rusa ,Chełmińskie Przedmieście
wyjątkowe 2 pokoje Jakubskie Przedmieście,550000,52.37,2,https://www.otodom.pl/pl/oferta/wyjatkowe-2-pokoje-jakubskie-przedmiescie-ID4uVUX,Toruń,szosa Lubicka ,Jakubskie Przedmieście
"M-3 na pierwszym piętrze, parking przy bloku",285000,37.8,2,https://www.otodom.pl/pl/oferta/m-3-na-pierwszym-pietrze-parking-przy-bloku-ID4wgIe,Toruń,no address,Jakubskie Przedmieście
Mieszkanie 2- pokojowe Toruń ul. Prądzyńskiego,399000,50.41,2,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-torun-ul-pradzynskiego-ID4wfBj,Toruń,ul. gen. Ignacego Prądzyńskiego ,Jakubskie Przedmieście
Dwa Apartamenty W Pełni Umeblowane Na Starówce !!,720000,84.39,4,https://www.otodom.pl/pl/oferta/dwa-apartamenty-w-pelni-umeblowane-na-starowce-ID4wezO,Toruń,no address,Stare Miasto
"3 pokoje, 2 piętro, nowa wyjątkowa inwestycja",588384,51.84,3,https://www.otodom.pl/pl/oferta/3-pokoje-2-pietro-nowa-wyjatkowa-inwestycja-ID4wd7q,Toruń,no address,Mokre
"Piękny gotowy apartament, z dużym BALKONEM",415000,29,1,https://www.otodom.pl/pl/oferta/piekny-gotowy-apartament-z-duzym-balkonem-ID4uZWQ,Toruń,no address,Stare Miasto
Najtańsze 2p. osobna kuchnia parking niski czynsz!,329000,49.6,2,https://www.otodom.pl/pl/oferta/najtansze-2p-osobna-kuchnia-parking-niski-czynsz-ID4wa9I,Toruń,ul. Poznańska ,Podgórz
Przestronne mieszkanie 3 pokoje Wrzosy,459000,55.8,3,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-3-pokoje-wrzosy-ID4w8vx,Toruń,no address,Wrzosy
Mieszkanie 2-Pokojowe PO Generalnym Remoncie,379000,34.23,2,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-po-generalnym-remoncie-ID4w8ji,Toruń,szosa Chełmińska ,Chełmińskie Przedmieście
Duże mieszkanie w sercu toruńskiej starówki! 80m2,659000,80.21,3,https://www.otodom.pl/pl/oferta/duze-mieszkanie-w-sercu-torunskiej-starowki-80m2-ID4w7G1,Toruń,no address,Stare Miasto
Przestrzeń - 3 pokoje - świetny widok,549000,63.45,3,https://www.otodom.pl/pl/oferta/przestrzen-3-pokoje-swietny-widok-ID4sTyJ,Toruń,ul. Józefa Wybickiego ,Mokre
"Mieszkanie, 100 m², Toruń",850000,100,3,https://www.otodom.pl/pl/oferta/mieszkanie-100-m-torun-ID4utza,Toruń,no address,Stare Miasto
Na sprzedaż mieszkanie Toruń Słoneczne Tarasy,619000,58.9,3,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-torun-sloneczne-tarasy-ID4w4w7,Toruń,Osiedle Słoneczne Tarasy ,Jakubskie Przedmieście
3 Pokoje!! Blisko Starówki!!!,520800,69.44,3,https://www.otodom.pl/pl/oferta/3-pokoje-blisko-starowki-ID4w4bi,Toruń,no address,Stare Miasto
Mieszkanie 2 pokoje Rubinkowo,309000,35.8,2,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-rubinkowo-ID4w0CH,Toruń,no address,Rubinkowo
"Stylowe mieszkanie 3-pok. w kamienicy,bezczynszowe",519000,62.93,3,https://www.otodom.pl/pl/oferta/stylowe-mieszkanie-3-pok-w-kamienicy-bezczynszowe-ID4tGT5,Toruń,no address,Jakubskie Przedmieście
2-pokojowe mieszkanie 37m2 + ogródek,no price,37.53,2,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-37m2-ogrodek-ID4uEyj,Toruń,ul. Jana Heweliusza ,Wrzosy
Mieszkanie w kamienicy 131 m2 w centrum !,1250000,131.48,3,https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-131-m2-w-centrum-ID4uVyK,Toruń,ul. Warszawska ,Stare Miasto
"Nowa wyjątkowa inwestycja, 2 poziomy, 2 tarasy",1215270,115.74,5,https://www.otodom.pl/pl/oferta/nowa-wyjatkowa-inwestycja-2-poziomy-2-tarasy-ID4uV80,Toruń,no address,Mokre
Atrakcyjne mieszkanie dla rodziny z dziećmi,479000,57.86,3,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-dla-rodziny-z-dziecmi-ID4uUR0,Toruń,ul. Ludwika Rydygiera ,Rubinkowo
"Rydgiera, blok - Prowizja 0%",360000,48.2,3,https://www.otodom.pl/pl/oferta/rydgiera-blok-prowizja-0-ID4sF2p,Toruń,Rydgiera ,Rubinkowo
Bema - Dwa Pokoje Pierwsze Piętro,440000,48.1,2,https://www.otodom.pl/pl/oferta/bema-dwa-pokoje-pierwsze-pietro-ID4tTcs,Toruń,no address,Osiedle Młodych
