title,price,area,rooms,url,city,address,district
"Nowoczesne, gotowe do zamieszkania mieszkanie 49 m² na Rubinkowie II",495000,48.7,2,https://www.otodom.pl/pl/oferta/nowoczesne-gotowe-do-zamieszkania-mieszkanie-49-m-na-rubinkowie-ii-ID4vdej,Toruń,no address,Rubinkowo
Zaraz Gotowe 2 pokoje + Ogródek/Piętro + GARAŻ GRATIS + 10min Centurm,455000,41,2,https://www.otodom.pl/pl/oferta/zaraz-gotowe-2-pokoje-ogrodek-pietro-garaz-gratis-10min-centurm-ID4vXt0,Toruń,no address,Wrzosy
Piękne 3-pokojowe; 91-metrowe w Sercu Bydgoskiego,595000,91,3,https://www.otodom.pl/pl/oferta/piekne-3-pokojowe-91-metrowe-w-sercu-bydgoskiego-ID4v2Fa,Toruń,ul. Henryka Sienkiewicza 16,Bydgoskie Przedmieście
2 pokoje + garderoba. Doskonała lokalizacja,593000,63,2,https://www.otodom.pl/pl/oferta/2-pokoje-garderoba-doskonala-lokalizacja-ID4vlWh,Toruń,ul. Legionów ,Koniuchy
"Osiedle zamknięte, zieleń, miejsca P",529000,46,2,https://www.otodom.pl/pl/oferta/osiedle-zamkniete-zielen-miejsca-p-ID4vzRf,Toruń,no address,Koniuchy
"Nowe Mieszkanie 54m2 ul.Strobanda Toruń, os. JAR, Maureska bez PCC",721900,53.91,3,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-54m2-ul-strobanda-torun-os-jar-maureska-bez-pcc-ID4vEWU,Toruń,ul. Henryka Strobanda ,Wrzosy
"MIESZKANIE 43m2 JAK NOWE! STARÓWKA ul.Prosta17, Centrum,Booking/Airbnb",349000,43,2,https://www.otodom.pl/pl/oferta/mieszkanie-43m2-jak-nowe-starowka-ul-prosta17-centrum-booking-airbnb-ID4vVLI,Toruń,ul. Prosta ,Stare Miasto
Piękne 3-pokojowe; 91-metrowe w Sercu Bydgoskiego,595000,91,3,https://www.otodom.pl/pl/oferta/piekne-3-pokojowe-91-metrowe-w-sercu-bydgoskiego-ID4v2Fa,Toruń,ul. Henryka Sienkiewicza 16,Bydgoskie Przedmieście
"MIESZKANIE z murowanym GARAŻEM w spokojnej okolicy, blisko centrum",690000,72.61,4,https://www.otodom.pl/pl/oferta/mieszkanie-z-murowanym-garazem-w-spokojnej-okolicy-blisko-centrum-ID4vmg3,Toruń,ul. gen. Ignacego Prądzyńskiego ,Jakubskie Przedmieście
Mieszkanie 48 m2,399000,48,2,https://www.otodom.pl/pl/oferta/mieszkanie-48-m2-ID4wzLr,Toruń,ul. Ignacego Łyskowskiego ,Rubinkowo
"2 mieszkania w 1, Bydgoskie Przedmieście, 1 piętro",865000,102,4,https://www.otodom.pl/pl/oferta/2-mieszkania-w-1-bydgoskie-przedmiescie-1-pietro-ID4wxZo,Toruń,ul. Marii Konopnickiej ,Bydgoskie Przedmieście
"Mieszkanie Wrzosy 43,2 m2",415000,43.2,2,https://www.otodom.pl/pl/oferta/mieszkanie-wrzosy-43-2-m2-ID4uAXr,Toruń,ul. Zbożowa ,Wrzosy
4 pokojowe z aneksem i pralnią | DUŻY BALKON,1239980,88.57,4,https://www.otodom.pl/pl/oferta/4-pokojowe-z-aneksem-i-pralnia-duzy-balkon-ID4niHR,Toruń,ul. Przy Skarpie ,Kaszczorek
Sobieskiego 29 | mieszkanie 3-pok. | S.01.31,no price,56.49,3,https://www.otodom.pl/pl/oferta/sobieskiego-29-mieszkanie-3-pok-s-01-31-ID4ryNH,Toruń,ul. Jana Sobieskiego ,Jakubskie Przedmieście
Grasera 12 | apartament 3-pok. | M17,no price,68.09,3,https://www.otodom.pl/pl/oferta/grasera-12-apartament-3-pok-m17-ID4tT5G,Toruń,ul. Grasera 12/Strobanda 14,Wrzosy
Osiedle Maureska | mieszkanie 1-pok. | D.31,no price,68.13,1,https://www.otodom.pl/pl/oferta/osiedle-maureska-mieszkanie-1-pok-d-31-ID4waZe,Toruń,ul. Konrada Grasera ,Wrzosy
Os. Harmonia | 3 pok. | Garderoba | B8_00_06,no price,58.4,3,https://www.otodom.pl/pl/oferta/os-harmonia-3-pok-garderoba-b8-00-06-ID4twzL,Toruń,ul. Konrada Grasera ,Wrzosy
Narożne mieszkanie na parterze (M4),492900,53,3,https://www.otodom.pl/pl/oferta/narozne-mieszkanie-na-parterze-m4-ID4pB9H,Toruń,ul. Włocławska ,Stawki
Klimatyczne dwa pokoje blisko Starówki,375000,42,2,https://www.otodom.pl/pl/oferta/klimatyczne-dwa-pokoje-blisko-starowki-ID4vwF8,Toruń,ul. Juliusza Słowackiego ,Bydgoskie Przedmieście
"Mieszkanie 3 pokojowe Jakubskie Przedmieście, bez pośredników",418000,47.8,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-jakubskie-przedmiescie-bez-posrednikow-ID4vOGs,Toruń,ul. gen. Kazimierza Pułaskiego ,Jakubskie Przedmieście
Jedyny duży wykończony apartament z prywatnym ogrodem,1399999,122.29,5,https://www.otodom.pl/pl/oferta/jedyny-duzy-wykonczony-apartament-z-prywatnym-ogrodem-ID4vODV,Toruń,"ul. gen. Augusta Emila Fieldorfa ""Nila"" ",Wrzosy
Sprzedam mieszkanie,499000,60.6,2,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-ID4vE1d,Toruń,ul. Jana Matejki ,Bydgoskie Przedmieście
VINEA - Apartament nad Wisłą,880000,63.91,3,https://www.otodom.pl/pl/oferta/vinea-apartament-nad-wisla-ID4uJ0o,Toruń,ul. Winnica ,Winnica
Wyjątkowe mieszkanie z ogródkiem na monitorowanym zamkniętym osiedlu,630000,53.44,3,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-z-ogrodkiem-na-monitorowanym-zamknietym-osiedlu-ID4vVmp,Toruń,ul. Szuwarów ,Stawki
"Słoneczne mieszkanie 2-pok., 45 mkw. Stawki, Toruń",399000,45,2,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-2-pok-45-mkw-stawki-torun-ID4wzcv,Toruń,ul. Zakole ,Stawki
"Grand Lubicz Apartments 77,09 m2, Taras 56,46 m2",809445,77.09,3,https://www.otodom.pl/pl/oferta/grand-lubicz-apartments-77-09-m2-taras-56-46-m2-ID4stf0,Toruń,no address,Bielawy
Sobieskiego 29 | mieszkanie 3-pok. | S.00.26,no price,54.66,3,https://www.otodom.pl/pl/oferta/sobieskiego-29-mieszkanie-3-pok-s-00-26-ID4ryNG,Toruń,ul. Jana Sobieskiego ,Jakubskie Przedmieście
Grasera 12 | apartament 2-pok. | M05,no price,42.89,2,https://www.otodom.pl/pl/oferta/grasera-12-apartament-2-pok-m05-ID4tT5F,Toruń,ul. Grasera 12/Strobanda 14,Wrzosy
Osiedle Maureska | mieszkanie 2-pok. | D.36,no price,42.68,2,https://www.otodom.pl/pl/oferta/osiedle-maureska-mieszkanie-2-pok-d-36-ID4waZf,Toruń,ul. Konrada Grasera ,Wrzosy
Os. Harmonia | 3 pok. | Słoneczne | B8_00_27,no price,64.62,3,https://www.otodom.pl/pl/oferta/os-harmonia-3-pok-sloneczne-b8-00-27-ID4twzN,Toruń,ul. Konrada Grasera ,Wrzosy
Narożne mieszkanie na parterze (M3),455979,49.03,3,https://www.otodom.pl/pl/oferta/narozne-mieszkanie-na-parterze-m3-ID4pB8g,Toruń,ul. Włocławska ,Stawki
"Na sprzedaż: mieszkanie 60,80 m² – Toruń, os. Na Skarpie",500000,60.8,3,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-60-80-m-torun-os-na-skarpie-ID4vkLL,Toruń,ul. Józefa Mossakowskiego ,Na Skarpie
Przestronne mieszkanie w kamienicy na ul. Matejki FILM,930000,112,4,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-w-kamienicy-na-ul-matejki-film-ID4v2kf,Toruń,ul. Jana Matejki ,Bydgoskie Przedmieście
Mieszkanie Toruń Chełmińskie Przedmieście,289000,27,1,https://www.otodom.pl/pl/oferta/mieszkanie-torun-chelminskie-przedmiescie-ID4otuq,Toruń,ul. Grunwaldzka ,Bielany
"Mieszkanie, 52,74 m², Toruń",630000,52.74,3,https://www.otodom.pl/pl/oferta/mieszkanie-52-74-m-torun-ID4vNMS,Toruń,ul. Henryka Strobanda ,Wrzosy
"Mieszkanie, 48 m², Toruń",467000,48,3,https://www.otodom.pl/pl/oferta/mieszkanie-48-m-torun-ID4vVc1,Toruń,no address,Bydgoskie Przedmieście
Mieszkanie 3-pokojowe sprzedam,565000,68.3,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-sprzedam-ID4w3F1,Toruń,ul. Dobrzyńska ,Stare Miasto
Mieszkanie Toruń Strobanda Jar,960000,80.12,3,https://www.otodom.pl/pl/oferta/mieszkanie-torun-strobanda-jar-ID4vusm,Toruń,ul. Henryka Strobanda ,Wrzosy
Dwupoziomowe w otoczeniu parku.,580000,65,3,https://www.otodom.pl/pl/oferta/dwupoziomowe-w-otoczeniu-parku-ID4vV8s,Toruń,no address,Bydgoskie Przedmieście
"Mieszkanie z balkonem, Toruń, Mickiewicza 67",279000,34.44,2,https://www.otodom.pl/pl/oferta/mieszkanie-z-balkonem-torun-mickiewicza-67-ID4vDFP,Toruń,ul. Adama Mickiewicza ,Bydgoskie Przedmieście
"Styl, design i funkcjonalność!",475000,47.56,2,https://www.otodom.pl/pl/oferta/styl-design-i-funkcjonalnosc-ID4vV7p,Toruń,ul. Żwirki i Wigury ,Chełmińskie Przedmieście
mieszkanie z garażem murowanym 16m2,550000,47.8,3,https://www.otodom.pl/pl/oferta/mieszkanie-z-garazem-murowanym-16m2-ID4vV74,Toruń,ul. gen. Józefa Bema ,Chełmińskie Przedmieście
Nowe | 2 POKOJE | JAR | Widok na LAS | GOTOWE DO WPROWADZENIA,489000,35,2,https://www.otodom.pl/pl/oferta/nowe-2-pokoje-jar-widok-na-las-gotowe-do-wprowadzenia-ID4vV5I,Toruń,ul. Henryka Strobanda ,Wrzosy
Mieszkanie. Wrzosy. Piękna okolica. Mieszkanie,554998,45.54,2,https://www.otodom.pl/pl/oferta/mieszkanie-wrzosy-piekna-okolica-mieszkanie-ID4taZ9,Toruń,ul. Pistacjowa ,Wrzosy
"Mieszkanie, 48,15 m², Toruń",380385,48.15,3,https://www.otodom.pl/pl/oferta/mieszkanie-48-15-m-torun-ID4vWZC,Toruń,ul. Ludwika Rydygiera ,Rubinkowo
Piękne mieszkanie Winnica Toruń,940000,59,2,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-winnica-torun-ID4vWZs,Toruń,no address,Winnica
"Mieszkanie, 48,57 m², Toruń",440000,48.57,2,https://www.otodom.pl/pl/oferta/mieszkanie-48-57-m-torun-ID4vrvw,Toruń,no address,Bydgoskie Przedmieście
Tylko u Nas Pięknie wykończony Apartament - Toruń,599000,43.9,3,https://www.otodom.pl/pl/oferta/tylko-u-nas-pieknie-wykonczony-apartament-torun-ID4vWSx,Toruń,no address,Stawki
"3 mieszkania z KW , Piękna elewacja, Parter,",1099000,152.01,8,https://www.otodom.pl/pl/oferta/3-mieszkania-z-kw-piekna-elewacja-parter-ID4wcgj,Toruń,ul. Marii Konopnickiej ,Bydgoskie Przedmieście
? Stylowe mieszkanie przy parku,699000,52,2,https://www.otodom.pl/pl/oferta/stylowe-mieszkanie-przy-parku-ID4wKUz,Toruń,ul. Mikołaja Reja ,Bydgoskie Przedmieście
Nowa Cena Mieszkanie Stare Miasto,599000,53.49,2,https://www.otodom.pl/pl/oferta/nowa-cena-mieszkanie-stare-miasto-ID4vWML,Toruń,no address,Stare Miasto
"Centrum - obok hotelu Filmar, parter, 2-pokojowe",430000,49,2,https://www.otodom.pl/pl/oferta/centrum-obok-hotelu-filmar-parter-2-pokojowe-ID4vWLz,Toruń,no address,Koniuchy
Przyjemne 38m2  na ul.Sucharskiego,289000,38,2,https://www.otodom.pl/pl/oferta/przyjemne-38m2-na-ul-sucharskiego-ID4vN57,Toruń,ul. mjr. Henryka Sucharskiego ,Mokre
Grand Lubicz Apartments,no price,,unknown number of rooms,https://www.otodom.pl/pl/oferta/grand-lubicz-apartments-ID4ssR8,Toruń,no address,Bielawy
Sobieskiego 29,no price,,unknown number of rooms,https://www.otodom.pl/pl/oferta/sobieskiego-29-ID4ryJ9,Toruń,ul. Jana Sobieskiego ,Jakubskie Przedmieście
Grasera 12,no price,,unknown number of rooms,https://www.otodom.pl/pl/oferta/grasera-12-ID4tSZT,Toruń,ul. Grasera 12/Strobanda 14,Wrzosy
Osiedle Maureska,no price,,unknown number of rooms,https://www.otodom.pl/pl/oferta/osiedle-maureska-ID4ucnP,Toruń,ul. Konrada Grasera ,Wrzosy
Osiedle Harmonia,no price,,unknown number of rooms,https://www.otodom.pl/pl/oferta/osiedle-harmonia-ID4dtkB,Toruń,ul. Henryka Strobanda ,Wrzosy
"Włocławska 1, Toruń",no price,,unknown number of rooms,https://www.otodom.pl/pl/oferta/wloclawska-1-torun-ID4pB52,Toruń,ul. Włocławska ,Stawki
"2 - pokojowe słoneczne mieszkanie, blisko centrum, bez pośredników",315000,38,2,https://www.otodom.pl/pl/oferta/2-pokojowe-sloneczne-mieszkanie-blisko-centrum-bez-posrednikow-ID4vtwo,Toruń,ul. mjr. Henryka Sucharskiego ,Mokre
"Mieszkanie 64,9 m2 - Bez pośredników!",529000,64.9,3,https://www.otodom.pl/pl/oferta/mieszkanie-64-9-m2-bez-posrednikow-ID4vkgy,Toruń,ul. Ludwika Ślaskiego ,Na Skarpie
Dwupokojowe mieszkanie w oazie zieleni przy Starówce,380000,46.2,2,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-w-oazie-zieleni-przy-starowce-ID4vkg0,Toruń,no address,Mokre
Mieszkanie 86m2 +2 miejsca w garażu podziemnym WrzosyII,830000,86,4,https://www.otodom.pl/pl/oferta/mieszkanie-86m2-2-miejsca-w-garazu-podziemnym-wrzosyii-ID4vWEG,Toruń,ul. Rolnicza ,Wrzosy
Piękne NOWE mieszkanie PEREŁKA na Toruńskim Jarze,559000,46.68,2,https://www.otodom.pl/pl/oferta/piekne-nowe-mieszkanie-perelka-na-torunskim-jarze-ID4vWEw,Toruń,ul. Łukasza Watzenrodego ,Wrzosy
"3 pokoje, drugie piętro, Rydygiera",409000,48.2,3,https://www.otodom.pl/pl/oferta/3-pokoje-drugie-pietro-rydygiera-ID4vWCW,Toruń,no address,Rubinkowo
"64 m2, parking na terenie zamkniętym, blisko lasu",560000,64.9,3,https://www.otodom.pl/pl/oferta/64-m2-parking-na-terenie-zamknietym-blisko-lasu-ID4uONQ,Toruń,ul. Szosa Chełmińska ,Koniuchy
"Parter, 2 pokoje rozkładowe, budynek po remoncie",289000,49.6,2,https://www.otodom.pl/pl/oferta/parter-2-pokoje-rozkladowe-budynek-po-remoncie-ID4vWun,Toruń,no address,Podgórz
Mieszkanie - dobra okazja!,420000,53.5,3,https://www.otodom.pl/pl/oferta/mieszkanie-dobra-okazja-ID4tX38,Toruń,ul. mjr. Henryka Sucharskiego ,Mokre
Mieszkanie + piwnica   ul. Wybickiego/Szosa Chełmińska,329000,30,1,https://www.otodom.pl/pl/oferta/mieszkanie-piwnica-ul-wybickiego-szosa-chelminska-ID4v0h9,Toruń,ul. Józefa Wybickiego ,Chełmińskie Przedmieście
"Przytulne dwupokojowe, osobna kuchnia, Parter",379000,49,2,https://www.otodom.pl/pl/oferta/przytulne-dwupokojowe-osobna-kuchnia-parter-ID4wMLC,Toruń,ul. Tymona Niesiołowskiego ,Rubinkowo
Mieszkanie 4 pokojowe w pobliżu lasu,359000,68.86,4,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokojowe-w-poblizu-lasu-ID4vWhc,Toruń,ul. Lipnowska ,Rudak
✨Nowe do wprowadzenia✨Hygge | OSIEDLE JAR,611000,51.37,2,https://www.otodom.pl/pl/oferta/nowe-do-wprowadzeniahygge-osiedle-jar-ID4vWfi,Toruń,ul. Łukasza Watzenrodego ,Wrzosy
"Świętopełka, bezpośrednio, niska cena, zachwycająca panorama",269000,34.77,2,https://www.otodom.pl/pl/oferta/swietopelka-bezposrednio-niska-cena-zachwycajaca-panorama-ID4vUb9,Toruń,ul. Świętopełka ,Mokre
"Rubinkowo I, 3 pokoje, 2 piętro, Łyskowskiego",430000,48.2,3,https://www.otodom.pl/pl/oferta/rubinkowo-i-3-pokoje-2-pietro-lyskowskiego-ID4vW6X,Toruń,no address,Rubinkowo
2 Pokoje Na Jarze!,535000,43.17,2,https://www.otodom.pl/pl/oferta/2-pokoje-na-jarze-ID4vW48,Toruń,no address,Stare Miasto
Twoje mieszkanie w najpiękniejszej kamienicy!,1447000,186.9,5,https://www.otodom.pl/pl/oferta/twoje-mieszkanie-w-najpiekniejszej-kamienicy-ID4vUX4,Toruń,no address,Stare Miasto
"Słoneczne, teak, taras, balkon, garderoba",699000,62,3,https://www.otodom.pl/pl/oferta/sloneczne-teak-taras-balkon-garderoba-ID48CQx,Toruń,ul. Jana Mohna ,Koniuchy
Nowe mieszkania w centrum Torunia! 600m STARÓWKA!  Inwestycyjne!,481505,41.87,2,https://www.otodom.pl/pl/oferta/nowe-mieszkania-w-centrum-torunia-600m-starowka-inwestycyjne-ID4qZDt,Toruń,pck 5,Chełmińskie Przedmieście
Mieszkanie 3 pokoje BEZ POŚREDNIKÓW,429000,46,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-bez-posrednikow-ID4vjaQ,Toruń,no address,Mokre
"Od Zaraz, Sosnowy Las, Klima, Miejsca Parkingowe",729000,63,3,https://www.otodom.pl/pl/oferta/od-zaraz-sosnowy-las-klima-miejsca-parkingowe-ID4uwrM,Toruń,no address,Rudak
"Rubinkowo 2, rozkładowe, 7,9k za m2, 4 pokoje",459000,62.8,4,https://www.otodom.pl/pl/oferta/rubinkowo-2-rozkladowe-7-9k-za-m2-4-pokoje-ID4wSp6,Toruń,no address,Rubinkowo
"Centrum - obok hotelu Filmar, parter, 2-pokojowe",430000,49,2,https://www.otodom.pl/pl/oferta/centrum-obok-hotelu-filmar-parter-2-pokojowe-ID4vWLz,Toruń,no address,Koniuchy
"os. Młodych, 1 piętro z balkonem, Inwestycja.",429000,53.8,3,https://www.otodom.pl/pl/oferta/os-mlodych-1-pietro-z-balkonem-inwestycja-ID4vnDQ,Toruń,ul. Jana Matejki ,Osiedle Młodych
"Lokal użytkowy na Starówce z witryną, okazja",239000,22.55,1,https://www.otodom.pl/pl/oferta/lokal-uzytkowy-na-starowce-z-witryna-okazja-ID4vpOy,Toruń,ul. Piernikarska ,Stare Miasto
"Wyjątkowe mieszkanie w odnowionej kamienicy, 60m!",489000,59.03,3,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-w-odnowionej-kamienicy-60m-ID4vUqW,Toruń,ul. Tadeusza Kościuszki ,Mokre
"Klimatyzacja, Nowoczesne. os. Skarpa !!!",670000,73,3,https://www.otodom.pl/pl/oferta/klimatyzacja-nowoczesne-os-skarpa-ID4vUo3,Toruń,no address,Na Skarpie
"2-pokojowe mieszkanie na Jarze, wysoki standard",649000,46.76,2,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-jarze-wysoki-standard-ID4vUmx,Toruń,no address,Wrzosy
Osiedle Maureska | mieszkanie 4-pok. | D.8,no price,65.46,4,https://www.otodom.pl/pl/oferta/osiedle-maureska-mieszkanie-4-pok-d-8-ID4waZb,Toruń,ul. Konrada Grasera ,Wrzosy
Os.Harmonia | 3pok. | Ogródek | B8_00_02,no price,62.67,3,https://www.otodom.pl/pl/oferta/os-harmonia-3pok-ogrodek-b8-00-02-ID4twzI,Toruń,ul. Konrada Grasera ,Wrzosy
Przestronne mieszkanie w nowej inwestycji(M15),515778,55.46,3,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-w-nowej-inwestycjim15-ID4pDA5,Toruń,ul. Włocławska ,Stawki
"Mieszkanie,3-pokoje, 65m2, Osiedle Młodych, Toruń",620000,65.14,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-65m2-osiedle-mlodych-torun-ID4wudM,Toruń,ul. Konstantego Ildefonsa Gałczyńskiego ,Osiedle Młodych
"Słoneczne mieszkanie 36,6 do własnej aranżacji",325000,36.6,1,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-36-6-do-wlasnej-aranzacji-ID4vUew,Toruń,ul. Bronisława Jamontta ,Rubinkowo
WIDOK NA PARK BYDGOSKI | PRYWATNY PARKING,420000,51,2,https://www.otodom.pl/pl/oferta/widok-na-park-bydgoski-prywatny-parking-ID4vUdW,Toruń,ul. Jana Kochanowskiego ,Bydgoskie Przedmieście
"Toruń Centrum! Nowe, 3-pok. 69 m2, kuchnia oddz.",720000,69,3,https://www.otodom.pl/pl/oferta/torun-centrum-nowe-3-pok-69-m2-kuchnia-oddz-ID4uCKY,Toruń,ul. Targowa 4,Jakubskie Przedmieście
Mieszkanie 3-pokojowe obok Parku Tysiąclecia,399000,49.5,3,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-obok-parku-tysiaclecia-ID4vmo9,Toruń,ul. mjr. Ludwika Idzikowskiego ,Podgórz
3 pokoje*1 piętro*ogród*do remontu*,430000,67.57,3,https://www.otodom.pl/pl/oferta/3-pokoje1-pietroogroddo-remontu-ID4vU3J,Toruń,ul. Wyrzyska ,Podgórz
"Stawki | Włocławska | 2 Pokoje | 45,1 m2",369000,45.1,2,https://www.otodom.pl/pl/oferta/stawki-wloclawska-2-pokoje-45-1-m2-ID4vyMi,Toruń,no address,Stawki
"Mieszkanie na osiedlu Botanika, Toruń",439000,36.65,2,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-botanika-torun-ID4sW3Y,Toruń,no address,Wrzosy
Mieszkanie Do Remontu W Spokojnej Okolicy,230000,39.5,2,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-w-spokojnej-okolicy-ID4wsxI,Toruń,ul. Podgórna ,Mokre
M-5 do własnej aranżacji Mokre 58m2,440000,57.9,4,https://www.otodom.pl/pl/oferta/m-5-do-wlasnej-aranzacji-mokre-58m2-ID4vTOJ,Toruń,no address,Mokre
Mieszkanie na Jarze z garażem i kom. lok. w cenie,485000,42.39,2,https://www.otodom.pl/pl/oferta/mieszkanie-na-jarze-z-garazem-i-kom-lok-w-cenie-ID4vTMR,Toruń,no address,Wrzosy
"Blisko parku, rodzinne, wyremontowane, loggia",585000,70,3,https://www.otodom.pl/pl/oferta/blisko-parku-rodzinne-wyremontowane-loggia-ID4vTHp,Toruń,ul. Adama Mickiewicza ,Bydgoskie Przedmieście
Piękne Dwupoziomowe mieszkanie bez skosów 110 mkw Osiedle Zieleniec,1265000,110,5,https://www.otodom.pl/pl/oferta/piekne-dwupoziomowe-mieszkanie-bez-skosow-110-mkw-osiedle-zieleniec-ID4vwYC,Toruń,ul. Adama Asnyka ,Bydgoskie Przedmieście
"2 pokoje, balkon, piwnica – Twój Toruń w 50,8 m²!",397000,50.8,2,https://www.otodom.pl/pl/oferta/2-pokoje-balkon-piwnica-twoj-torun-w-50-8-m-ID4vTBO,Toruń,ul. Tadeusza Kościuszki ,Mokre
"Dla studenta, piwnica, balkon",359000,36.19,2,https://www.otodom.pl/pl/oferta/dla-studenta-piwnica-balkon-ID4vTA7,Toruń,no address,Bydgoskie Przedmieście
"Przytulne, jasne 2 pokoje na ul. Świętopełka.",339000,39.02,2,https://www.otodom.pl/pl/oferta/przytulne-jasne-2-pokoje-na-ul-swietopelka-ID4vuAb,Toruń,ul. Świętopełka ,Mokre
"Po remoncie, klimatyzacja, wysoki standard",480000,40.22,1,https://www.otodom.pl/pl/oferta/po-remoncie-klimatyzacja-wysoki-standard-ID4vTtP,Toruń,no address,Stare Miasto
"Przestronne, nowe mieszkanie w Toruniu",505000,48,2,https://www.otodom.pl/pl/oferta/przestronne-nowe-mieszkanie-w-toruniu-ID4wFgM,Toruń,no address,Podgórz
Atrakcyjne 2 pokoje blisko starego miasta !,380000,43,2,https://www.otodom.pl/pl/oferta/atrakcyjne-2-pokoje-blisko-starego-miasta-ID4vSbl,Toruń,no address,Jakubskie Przedmieście
Niepowtarzalny dwupoziomowy apartament z dwoma tarasami i garderobami,829000,73,3,https://www.otodom.pl/pl/oferta/niepowtarzalny-dwupoziomowy-apartament-z-dwoma-tarasami-i-garderobami-ID4vTsA,Toruń,ul. gen. Karola Kniaziewicza ,Stawki
"Centrum, Pck,  po remoncie",332000,33.3,2,https://www.otodom.pl/pl/oferta/centrum-pck-po-remoncie-ID4wVpF,Toruń,no address,Mokre
"4 pokoje , 81m2",570000,81,4,https://www.otodom.pl/pl/oferta/4-pokoje-81m2-ID4wu6v,Toruń,no address,Stare Miasto
"os. Młodych, 1 piętro z balkonem, Inwestycja.",429000,53.8,3,https://www.otodom.pl/pl/oferta/os-mlodych-1-pietro-z-balkonem-inwestycja-ID4vnDQ,Toruń,ul. Jana Matejki ,Osiedle Młodych
"2-pokojowe mieszkanie przy lesie – 37,44 m² | Toru",385000,37.4,2,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-przy-lesie-37-44-m-toru-ID4vRwH,Toruń,no address,Wrzosy
Tanie 2 pokoje- kup - zamieszkaj lub wynajmuj.,289000,32.6,2,https://www.otodom.pl/pl/oferta/tanie-2-pokoje-kup-zamieszkaj-lub-wynajmuj-ID4vaJL,Toruń,no address,Mokre
"Mieszkanie, 62,30 m², Toruń",399000,62.3,3,https://www.otodom.pl/pl/oferta/mieszkanie-62-30-m-torun-ID4vT28,Toruń,szosa Chełmińska ,Chełmińskie Przedmieście
Nowe 3 pokoje pod klucz -Ogromny Gratis!,799000,65.95,3,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-pod-klucz-ogromny-gratis-ID4vQ6i,Toruń,ul. Targowa ,Jakubskie Przedmieście
3 pokojowe mieszkanie z ogródkiem,561847,54.46,3,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-ogrodkiem-ID4vSY4,Toruń,ul. Droga Trzeposka ,Jakubskie Przedmieście
Mieszkanie inwestycyjne w kamienicy – Toruń,299000,59.94,3,https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-w-kamienicy-torun-ID4vpPE,Toruń,ul. Adama Mickiewicza ,Bydgoskie Przedmieście
"Mieszkanie, 35,50 m², Toruń",335000,35.5,1,https://www.otodom.pl/pl/oferta/mieszkanie-35-50-m-torun-ID4vw46,Toruń,ul. Lotników ,Koniuchy
"Jakubskie Przedmieście, 4 pokoje, 2 balkony",712802,64.5,4,https://www.otodom.pl/pl/oferta/jakubskie-przedmiescie-4-pokoje-2-balkony-ID4vSW4,Toruń,ul. Droga Trzeposka ,Jakubskie Przedmieście
APARTAMENT DWUPOZIOMOWY NA KAMERALNYM  OSIEDLU| BEZCZYNSZOWY – STAWKI,1359000,125,4,https://www.otodom.pl/pl/oferta/apartament-dwupoziomowy-na-kameralnym-osiedlu-bezczynszowy-stawki-ID4vSUQ,Toruń,no address,Stawki
"Komfortowe 3 pokoje 54,70 m Małachowskiego",464950,54.7,3,https://www.otodom.pl/pl/oferta/komfortowe-3-pokoje-54-70-m-malachowskiego-ID4va5f,Toruń,ul. Stanisława Małachowskiego ,Chełmińskie Przedmieście
wolne od zaraz mieszkanie 3-pokojowe,449000,60.8,3,https://www.otodom.pl/pl/oferta/wolne-od-zaraz-mieszkanie-3-pokojowe-ID4wBLk,Toruń,ul. Władysława Dziewulskiego ,Rubinkowo
"Toruń,  mieszkanie w centrum,  wszędzie  blisko.",435000,33,1,https://www.otodom.pl/pl/oferta/torun-mieszkanie-w-centrum-wszedzie-blisko-ID4vRip,Toruń,ul. Jana Sobieskiego ,Jakubskie Przedmieście
